idx,date,id,fatalities
102,7/12/2021,Gulistan,0
103,7/13/2021,Gulistan,0
104,7/14/2021,Gulistan,0
105,7/15/2021,Gulistan,0
106,7/16/2021,Gulistan,0
107,7/17/2021,Gulistan,0
108,7/18/2021,Gulistan,0
109,7/19/2021,Gulistan,0
110,7/20/2021,Gulistan,0
111,7/21/2021,Gulistan,0
112,7/22/2021,Gulistan,0
113,7/23/2021,Gulistan,0
114,7/24/2021,Gulistan,0
115,7/25/2021,Gulistan,0
116,7/26/2021,Gulistan,0
117,7/27/2021,Gulistan,0
118,7/28/2021,Gulistan,0
119,7/29/2021,Gulistan,0
120,7/30/2021,Gulistan,0
121,7/31/2021,Gulistan,0
122,8/1/2021,Gulistan,0
123,8/2/2021,Gulistan,0
124,8/3/2021,Gulistan,0
125,8/4/2021,Gulistan,0
126,8/5/2021,Gulistan,0
127,8/6/2021,Gulistan,0
128,8/7/2021,Gulistan,0
129,8/8/2021,Gulistan,0
130,8/9/2021,Gulistan,0
131,8/10/2021,Gulistan,0
132,8/11/2021,Gulistan,0
133,8/12/2021,Gulistan,0
134,8/13/2021,Gulistan,0
135,8/14/2021,Gulistan,0
136,8/15/2021,Gulistan,0
137,8/16/2021,Gulistan,0
138,8/17/2021,Gulistan,0
139,8/18/2021,Gulistan,0
140,8/19/2021,Gulistan,0
141,8/20/2021,Gulistan,0
142,8/21/2021,Gulistan,0
143,8/22/2021,Gulistan,0
144,8/23/2021,Gulistan,0
145,8/24/2021,Gulistan,0
146,8/25/2021,Gulistan,0
147,8/26/2021,Gulistan,0
148,8/27/2021,Gulistan,0
149,8/28/2021,Gulistan,0
150,8/29/2021,Gulistan,0
151,8/30/2021,Gulistan,0
152,8/31/2021,Gulistan,0
0,4/1/2021,Gulran,0
1,4/2/2021,Gulran,0
2,4/3/2021,Gulran,0
3,4/4/2021,Gulran,0
4,4/5/2021,Gulran,0
5,4/6/2021,Gulran,0
6,4/7/2021,Gulran,0
7,4/8/2021,Gulran,0
8,4/9/2021,Gulran,0
9,4/10/2021,Gulran,0
10,4/11/2021,Gulran,0
11,4/12/2021,Gulran,0
12,4/13/2021,Gulran,0
13,4/14/2021,Gulran,2
14,4/15/2021,Gulran,2
15,4/16/2021,Gulran,2
16,4/17/2021,Gulran,2
17,4/18/2021,Gulran,2
18,4/19/2021,Gulran,2
19,4/20/2021,Gulran,2
20,4/21/2021,Gulran,2
21,4/22/2021,Gulran,2
22,4/23/2021,Gulran,2
23,4/24/2021,Gulran,2
24,4/25/2021,Gulran,5
25,4/26/2021,Gulran,5
26,4/27/2021,Gulran,5
27,4/28/2021,Gulran,5
28,4/29/2021,Gulran,5
29,4/30/2021,Gulran,5
30,5/1/2021,Gulran,5
31,5/2/2021,Gulran,5
32,5/3/2021,Gulran,5
33,5/4/2021,Gulran,5
34,5/5/2021,Gulran,5
35,5/6/2021,Gulran,5
36,5/7/2021,Gulran,5
37,5/8/2021,Gulran,5
38,5/9/2021,Gulran,6
39,5/10/2021,Gulran,6
40,5/11/2021,Gulran,6
41,5/12/2021,Gulran,6
42,5/13/2021,Gulran,6
43,5/14/2021,Gulran,6
44,5/15/2021,Gulran,6
45,5/16/2021,Gulran,6
46,5/17/2021,Gulran,6
47,5/18/2021,Gulran,6
48,5/19/2021,Gulran,6
49,5/20/2021,Gulran,6
50,5/21/2021,Gulran,6
51,5/22/2021,Gulran,6
52,5/23/2021,Gulran,6
53,5/24/2021,Gulran,6
54,5/25/2021,Gulran,6
55,5/26/2021,Gulran,6
56,5/27/2021,Gulran,6
57,5/28/2021,Gulran,6
58,5/29/2021,Gulran,6
59,5/30/2021,Gulran,6
60,5/31/2021,Gulran,6
61,6/1/2021,Gulran,6
62,6/2/2021,Gulran,6
63,6/3/2021,Gulran,16
64,6/4/2021,Gulran,21
65,6/5/2021,Gulran,21
66,6/6/2021,Gulran,21
67,6/7/2021,Gulran,21
68,6/8/2021,Gulran,21
69,6/9/2021,Gulran,21
70,6/10/2021,Gulran,21
71,6/11/2021,Gulran,21
72,6/12/2021,Gulran,21
73,6/13/2021,Gulran,21
74,6/14/2021,Gulran,21
75,6/15/2021,Gulran,21
76,6/16/2021,Gulran,21
77,6/17/2021,Gulran,21
78,6/18/2021,Gulran,21
79,6/19/2021,Gulran,21
80,6/20/2021,Gulran,26
81,6/21/2021,Gulran,26
82,6/22/2021,Gulran,26
83,6/23/2021,Gulran,26
84,6/24/2021,Gulran,26
85,6/25/2021,Gulran,26
86,6/26/2021,Gulran,26
87,6/27/2021,Gulran,26
88,6/28/2021,Gulran,26
89,6/29/2021,Gulran,48
90,6/30/2021,Gulran,48
91,7/1/2021,Gulran,48
92,7/2/2021,Gulran,48
93,7/3/2021,Gulran,48
94,7/4/2021,Gulran,48
95,7/5/2021,Gulran,48
96,7/6/2021,Gulran,48
97,7/7/2021,Gulran,48
98,7/8/2021,Gulran,48
99,7/9/2021,Gulran,48
100,7/10/2021,Gulran,48
101,7/11/2021,Gulran,48
102,7/12/2021,Gulran,48
103,7/13/2021,Gulran,48
104,7/14/2021,Gulran,48
105,7/15/2021,Gulran,48
106,7/16/2021,Gulran,48
107,7/17/2021,Gulran,48
108,7/18/2021,Gulran,48
109,7/19/2021,Gulran,48
110,7/20/2021,Gulran,48
111,7/21/2021,Gulran,48
112,7/22/2021,Gulran,48
113,7/23/2021,Gulran,48
114,7/24/2021,Gulran,48
115,7/25/2021,Gulran,48
116,7/26/2021,Gulran,48
117,7/27/2021,Gulran,48
118,7/28/2021,Gulran,48
119,7/29/2021,Gulran,48
120,7/30/2021,Gulran,48
121,7/31/2021,Gulran,48
122,8/1/2021,Gulran,48
123,8/2/2021,Gulran,48
124,8/3/2021,Gulran,48
125,8/4/2021,Gulran,48
126,8/5/2021,Gulran,48
127,8/6/2021,Gulran,48
128,8/7/2021,Gulran,48
129,8/8/2021,Gulran,48
130,8/9/2021,Gulran,48
131,8/10/2021,Gulran,48
132,8/11/2021,Gulran,48
133,8/12/2021,Gulran,48
134,8/13/2021,Gulran,48
135,8/14/2021,Gulran,48
136,8/15/2021,Gulran,48
137,8/16/2021,Gulran,48
138,8/17/2021,Gulran,48
139,8/18/2021,Gulran,48
140,8/19/2021,Gulran,48
141,8/20/2021,Gulran,48
142,8/21/2021,Gulran,48
143,8/22/2021,Gulran,48
144,8/23/2021,Gulran,48
145,8/24/2021,Gulran,48
146,8/25/2021,Gulran,48
147,8/26/2021,Gulran,48
148,8/27/2021,Gulran,48
149,8/28/2021,Gulran,48
150,8/29/2021,Gulran,48
151,8/30/2021,Gulran,48
152,8/31/2021,Gulran,48
0,4/1/2021,Gurbuz,0
1,4/2/2021,Gurbuz,0
2,4/3/2021,Gurbuz,0
3,4/4/2021,Gurbuz,0
4,4/5/2021,Gurbuz,0
5,4/6/2021,Gurbuz,0
6,4/7/2021,Gurbuz,0
7,4/8/2021,Gurbuz,0
8,4/9/2021,Gurbuz,0
9,4/10/2021,Gurbuz,0
10,4/11/2021,Gurbuz,0
11,4/12/2021,Gurbuz,0
12,4/13/2021,Gurbuz,0
13,4/14/2021,Gurbuz,0
14,4/15/2021,Gurbuz,0
15,4/16/2021,Gurbuz,0
16,4/17/2021,Gurbuz,0
17,4/18/2021,Gurbuz,0
18,4/19/2021,Gurbuz,0
19,4/20/2021,Gurbuz,0
20,4/21/2021,Gurbuz,0
21,4/22/2021,Gurbuz,0
22,4/23/2021,Gurbuz,0
23,4/24/2021,Gurbuz,0
24,4/25/2021,Gurbuz,0
25,4/26/2021,Gurbuz,0
26,4/27/2021,Gurbuz,1
27,4/28/2021,Gurbuz,1
28,4/29/2021,Gurbuz,1
29,4/30/2021,Gurbuz,1
30,5/1/2021,Gurbuz,1
31,5/2/2021,Gurbuz,1
32,5/3/2021,Gurbuz,1
33,5/4/2021,Gurbuz,1
34,5/5/2021,Gurbuz,1
35,5/6/2021,Gurbuz,1
36,5/7/2021,Gurbuz,1
37,5/8/2021,Gurbuz,1
38,5/9/2021,Gurbuz,1
39,5/10/2021,Gurbuz,1
40,5/11/2021,Gurbuz,1
41,5/12/2021,Gurbuz,1
42,5/13/2021,Gurbuz,1
43,5/14/2021,Gurbuz,1
44,5/15/2021,Gurbuz,1
45,5/16/2021,Gurbuz,1
46,5/17/2021,Gurbuz,1
47,5/18/2021,Gurbuz,1
48,5/19/2021,Gurbuz,1
49,5/20/2021,Gurbuz,1
50,5/21/2021,Gurbuz,1
51,5/22/2021,Gurbuz,1
52,5/23/2021,Gurbuz,1
53,5/24/2021,Gurbuz,1
54,5/25/2021,Gurbuz,1
55,5/26/2021,Gurbuz,1
56,5/27/2021,Gurbuz,1
57,5/28/2021,Gurbuz,1
58,5/29/2021,Gurbuz,1
59,5/30/2021,Gurbuz,1
60,5/31/2021,Gurbuz,1
61,6/1/2021,Gurbuz,1
62,6/2/2021,Gurbuz,1
63,6/3/2021,Gurbuz,1
64,6/4/2021,Gurbuz,1
65,6/5/2021,Gurbuz,1
66,6/6/2021,Gurbuz,1
67,6/7/2021,Gurbuz,1
68,6/8/2021,Gurbuz,1
69,6/9/2021,Gurbuz,1
70,6/10/2021,Gurbuz,1
71,6/11/2021,Gurbuz,1
72,6/12/2021,Gurbuz,1
73,6/13/2021,Gurbuz,1
74,6/14/2021,Gurbuz,1
75,6/15/2021,Gurbuz,1
76,6/16/2021,Gurbuz,1
77,6/17/2021,Gurbuz,1
78,6/18/2021,Gurbuz,1
79,6/19/2021,Gurbuz,1
80,6/20/2021,Gurbuz,1
81,6/21/2021,Gurbuz,1
82,6/22/2021,Gurbuz,1
83,6/23/2021,Gurbuz,1
84,6/24/2021,Gurbuz,1
85,6/25/2021,Gurbuz,1
86,6/26/2021,Gurbuz,1
87,6/27/2021,Gurbuz,1
88,6/28/2021,Gurbuz,1
89,6/29/2021,Gurbuz,1
90,6/30/2021,Gurbuz,1
91,7/1/2021,Gurbuz,1
92,7/2/2021,Gurbuz,1
93,7/3/2021,Gurbuz,1
94,7/4/2021,Gurbuz,1
95,7/5/2021,Gurbuz,1
96,7/6/2021,Gurbuz,1
97,7/7/2021,Gurbuz,1
98,7/8/2021,Gurbuz,1
99,7/9/2021,Gurbuz,1
100,7/10/2021,Gurbuz,1
101,7/11/2021,Gurbuz,1
102,7/12/2021,Gurbuz,1
103,7/13/2021,Gurbuz,1
104,7/14/2021,Gurbuz,1
105,7/15/2021,Gurbuz,1
106,7/16/2021,Gurbuz,1
107,7/17/2021,Gurbuz,1
108,7/18/2021,Gurbuz,1
109,7/19/2021,Gurbuz,1
110,7/20/2021,Gurbuz,1
111,7/21/2021,Gurbuz,1
112,7/22/2021,Gurbuz,1
113,7/23/2021,Gurbuz,1
114,7/24/2021,Gurbuz,1
115,7/25/2021,Gurbuz,1
116,7/26/2021,Gurbuz,1
117,7/27/2021,Gurbuz,1
118,7/28/2021,Gurbuz,1
119,7/29/2021,Gurbuz,1
120,7/30/2021,Gurbuz,1
121,7/31/2021,Gurbuz,1
122,8/1/2021,Gurbuz,1
123,8/2/2021,Gurbuz,1
124,8/3/2021,Gurbuz,1
125,8/4/2021,Gurbuz,1
126,8/5/2021,Gurbuz,1
127,8/6/2021,Gurbuz,1
128,8/7/2021,Gurbuz,1
129,8/8/2021,Gurbuz,1
130,8/9/2021,Gurbuz,1
131,8/10/2021,Gurbuz,1
132,8/11/2021,Gurbuz,1
133,8/12/2021,Gurbuz,1
134,8/13/2021,Gurbuz,1
135,8/14/2021,Gurbuz,1
136,8/15/2021,Gurbuz,1
137,8/16/2021,Gurbuz,1
138,8/17/2021,Gurbuz,1
139,8/18/2021,Gurbuz,1
140,8/19/2021,Gurbuz,1
141,8/20/2021,Gurbuz,1
142,8/21/2021,Gurbuz,1
143,8/22/2021,Gurbuz,1
144,8/23/2021,Gurbuz,1
145,8/24/2021,Gurbuz,1
146,8/25/2021,Gurbuz,1
147,8/26/2021,Gurbuz,1
148,8/27/2021,Gurbuz,1
149,8/28/2021,Gurbuz,1
150,8/29/2021,Gurbuz,1
151,8/30/2021,Gurbuz,1
152,8/31/2021,Gurbuz,1
0,4/1/2021,Guzara,0
1,4/2/2021,Guzara,0
2,4/3/2021,Guzara,0
3,4/4/2021,Guzara,0
4,4/5/2021,Guzara,0
5,4/6/2021,Guzara,0
6,4/7/2021,Guzara,0
7,4/8/2021,Guzara,0
8,4/9/2021,Guzara,0
9,4/10/2021,Guzara,0
10,4/11/2021,Guzara,0
11,4/12/2021,Guzara,0
12,4/13/2021,Guzara,0
13,4/14/2021,Guzara,0
14,4/15/2021,Guzara,0
15,4/16/2021,Guzara,0
16,4/17/2021,Guzara,0
17,4/18/2021,Guzara,0
18,4/19/2021,Guzara,0
19,4/20/2021,Guzara,0
20,4/21/2021,Guzara,0
21,4/22/2021,Guzara,0
22,4/23/2021,Guzara,0
23,4/24/2021,Guzara,0
24,4/25/2021,Guzara,0
25,4/26/2021,Guzara,0
26,4/27/2021,Guzara,0
27,4/28/2021,Guzara,0
28,4/29/2021,Guzara,0
29,4/30/2021,Guzara,0
30,5/1/2021,Guzara,0
31,5/2/2021,Guzara,0
32,5/3/2021,Guzara,0
33,5/4/2021,Guzara,0
34,5/5/2021,Guzara,0
35,5/6/2021,Guzara,0
36,5/7/2021,Guzara,0
37,5/8/2021,Guzara,0
38,5/9/2021,Guzara,0
39,5/10/2021,Guzara,0
40,5/11/2021,Guzara,0
41,5/12/2021,Guzara,0
42,5/13/2021,Guzara,0
43,5/14/2021,Guzara,0
44,5/15/2021,Guzara,0
45,5/16/2021,Guzara,0
46,5/17/2021,Guzara,0
47,5/18/2021,Guzara,0
48,5/19/2021,Guzara,0
49,5/20/2021,Guzara,0
50,5/21/2021,Guzara,10
51,5/22/2021,Guzara,10
52,5/23/2021,Guzara,10
53,5/24/2021,Guzara,10
54,5/25/2021,Guzara,10
55,5/26/2021,Guzara,10
56,5/27/2021,Guzara,10
57,5/28/2021,Guzara,10
58,5/29/2021,Guzara,10
59,5/30/2021,Guzara,10
60,5/31/2021,Guzara,10
61,6/1/2021,Guzara,10
62,6/2/2021,Guzara,10
63,6/3/2021,Guzara,10
64,6/4/2021,Guzara,10
65,6/5/2021,Guzara,10
66,6/6/2021,Guzara,10
67,6/7/2021,Guzara,10
68,6/8/2021,Guzara,10
69,6/9/2021,Guzara,10
70,6/10/2021,Guzara,10
71,6/11/2021,Guzara,10
72,6/12/2021,Guzara,10
73,6/13/2021,Guzara,10
74,6/14/2021,Guzara,10
75,6/15/2021,Guzara,10
76,6/16/2021,Guzara,10
77,6/17/2021,Guzara,10
78,6/18/2021,Guzara,10
79,6/19/2021,Guzara,10
80,6/20/2021,Guzara,10
81,6/21/2021,Guzara,10
82,6/22/2021,Guzara,10
83,6/23/2021,Guzara,10
84,6/24/2021,Guzara,10
85,6/25/2021,Guzara,10
86,6/26/2021,Guzara,10
87,6/27/2021,Guzara,10
88,6/28/2021,Guzara,10
89,6/29/2021,Guzara,10
90,6/30/2021,Guzara,10
91,7/1/2021,Guzara,10
92,7/2/2021,Guzara,10
93,7/3/2021,Guzara,10
94,7/4/2021,Guzara,10
95,7/5/2021,Guzara,10
96,7/6/2021,Guzara,10
97,7/7/2021,Guzara,10
98,7/8/2021,Guzara,10
99,7/9/2021,Guzara,10
100,7/10/2021,Guzara,10
101,7/11/2021,Guzara,10
102,7/12/2021,Guzara,10
103,7/13/2021,Guzara,10
104,7/14/2021,Guzara,10
105,7/15/2021,Guzara,10
106,7/16/2021,Guzara,10
107,7/17/2021,Guzara,10
108,7/18/2021,Guzara,10
109,7/19/2021,Guzara,10
110,7/20/2021,Guzara,10
111,7/21/2021,Guzara,10
112,7/22/2021,Guzara,10
113,7/23/2021,Guzara,10
114,7/24/2021,Guzara,10
115,7/25/2021,Guzara,10
116,7/26/2021,Guzara,10
117,7/27/2021,Guzara,10
118,7/28/2021,Guzara,10
119,7/29/2021,Guzara,10
120,7/30/2021,Guzara,10
121,7/31/2021,Guzara,10
122,8/1/2021,Guzara,10
123,8/2/2021,Guzara,10
124,8/3/2021,Guzara,10
125,8/4/2021,Guzara,10
126,8/5/2021,Guzara,10
127,8/6/2021,Guzara,10
128,8/7/2021,Guzara,10
129,8/8/2021,Guzara,10
130,8/9/2021,Guzara,10
131,8/10/2021,Guzara,10
132,8/11/2021,Guzara,10
133,8/12/2021,Guzara,10
134,8/13/2021,Guzara,10
135,8/14/2021,Guzara,10
136,8/15/2021,Guzara,10
137,8/16/2021,Guzara,10
138,8/17/2021,Guzara,10
139,8/18/2021,Guzara,10
140,8/19/2021,Guzara,10
141,8/20/2021,Guzara,10
142,8/21/2021,Guzara,10
143,8/22/2021,Guzara,10
144,8/23/2021,Guzara,10
145,8/24/2021,Guzara,10
146,8/25/2021,Guzara,10
147,8/26/2021,Guzara,10
148,8/27/2021,Guzara,10
149,8/28/2021,Guzara,10
150,8/29/2021,Guzara,10
151,8/30/2021,Guzara,10
152,8/31/2021,Guzara,10
0,4/1/2021,Hazrati Sultan,0
1,4/2/2021,Hazrati Sultan,6
2,4/3/2021,Hazrati Sultan,6
3,4/4/2021,Hazrati Sultan,6
4,4/5/2021,Hazrati Sultan,6
5,4/6/2021,Hazrati Sultan,7
6,4/7/2021,Hazrati Sultan,27
7,4/8/2021,Hazrati Sultan,27
8,4/9/2021,Hazrati Sultan,27
9,4/10/2021,Hazrati Sultan,31
10,4/11/2021,Hazrati Sultan,31
11,4/12/2021,Hazrati Sultan,31
12,4/13/2021,Hazrati Sultan,31
13,4/14/2021,Hazrati Sultan,31
14,4/15/2021,Hazrati Sultan,45
15,4/16/2021,Hazrati Sultan,45
16,4/17/2021,Hazrati Sultan,45
17,4/18/2021,Hazrati Sultan,53
18,4/19/2021,Hazrati Sultan,53
19,4/20/2021,Hazrati Sultan,54
20,4/21/2021,Hazrati Sultan,54
21,4/22/2021,Hazrati Sultan,54
22,4/23/2021,Hazrati Sultan,55
23,4/24/2021,Hazrati Sultan,56
24,4/25/2021,Hazrati Sultan,56
25,4/26/2021,Hazrati Sultan,56
26,4/27/2021,Hazrati Sultan,56
27,4/28/2021,Hazrati Sultan,56
28,4/29/2021,Hazrati Sultan,57
29,4/30/2021,Hazrati Sultan,57
30,5/1/2021,Hazrati Sultan,65
31,5/2/2021,Hazrati Sultan,69
32,5/3/2021,Hazrati Sultan,69
33,5/4/2021,Hazrati Sultan,69
34,5/5/2021,Hazrati Sultan,75
35,5/6/2021,Hazrati Sultan,76
36,5/7/2021,Hazrati Sultan,76
37,5/8/2021,Hazrati Sultan,76
38,5/9/2021,Hazrati Sultan,76
39,5/10/2021,Hazrati Sultan,107
40,5/11/2021,Hazrati Sultan,116
41,5/12/2021,Hazrati Sultan,116
42,5/13/2021,Hazrati Sultan,116
43,5/14/2021,Hazrati Sultan,116
44,5/15/2021,Hazrati Sultan,116
45,5/16/2021,Hazrati Sultan,116
46,5/17/2021,Hazrati Sultan,116
47,5/18/2021,Hazrati Sultan,118
48,5/19/2021,Hazrati Sultan,122
49,5/20/2021,Hazrati Sultan,122
50,5/21/2021,Hazrati Sultan,127
51,5/22/2021,Hazrati Sultan,127
52,5/23/2021,Hazrati Sultan,128
53,5/24/2021,Hazrati Sultan,128
54,5/25/2021,Hazrati Sultan,128
55,5/26/2021,Hazrati Sultan,128
56,5/27/2021,Hazrati Sultan,128
57,5/28/2021,Hazrati Sultan,206
58,5/29/2021,Hazrati Sultan,206
59,5/30/2021,Hazrati Sultan,222
60,5/31/2021,Hazrati Sultan,222
61,6/1/2021,Hazrati Sultan,222
62,6/2/2021,Hazrati Sultan,222
63,6/3/2021,Hazrati Sultan,233
64,6/4/2021,Hazrati Sultan,270
65,6/5/2021,Hazrati Sultan,270
66,6/6/2021,Hazrati Sultan,270
67,6/7/2021,Hazrati Sultan,270
68,6/8/2021,Hazrati Sultan,270
69,6/9/2021,Hazrati Sultan,270
70,6/10/2021,Hazrati Sultan,270
71,6/11/2021,Hazrati Sultan,270
72,6/12/2021,Hazrati Sultan,270
73,6/13/2021,Hazrati Sultan,270
74,6/14/2021,Hazrati Sultan,270
75,6/15/2021,Hazrati Sultan,270
76,6/16/2021,Hazrati Sultan,270
77,6/17/2021,Hazrati Sultan,270
78,6/18/2021,Hazrati Sultan,270
79,6/19/2021,Hazrati Sultan,277
80,6/20/2021,Hazrati Sultan,296
81,6/21/2021,Hazrati Sultan,313
82,6/22/2021,Hazrati Sultan,313
83,6/23/2021,Hazrati Sultan,313
84,6/24/2021,Hazrati Sultan,313
85,6/25/2021,Hazrati Sultan,325
86,6/26/2021,Hazrati Sultan,325
87,6/27/2021,Hazrati Sultan,325
88,6/28/2021,Hazrati Sultan,325
89,6/29/2021,Hazrati Sultan,351
90,6/30/2021,Hazrati Sultan,351
91,7/1/2021,Hazrati Sultan,351
92,7/2/2021,Hazrati Sultan,351
93,7/3/2021,Hazrati Sultan,351
94,7/4/2021,Hazrati Sultan,351
95,7/5/2021,Hazrati Sultan,351
96,7/6/2021,Hazrati Sultan,351
97,7/7/2021,Hazrati Sultan,351
98,7/8/2021,Hazrati Sultan,351
99,7/9/2021,Hazrati Sultan,351
100,7/10/2021,Hazrati Sultan,351
101,7/11/2021,Hazrati Sultan,351
102,7/12/2021,Hazrati Sultan,351
103,7/13/2021,Hazrati Sultan,351
104,7/14/2021,Hazrati Sultan,351
105,7/15/2021,Hazrati Sultan,351
106,7/16/2021,Hazrati Sultan,351
107,7/17/2021,Hazrati Sultan,351
108,7/18/2021,Hazrati Sultan,351
109,7/19/2021,Hazrati Sultan,351
110,7/20/2021,Hazrati Sultan,351
111,7/21/2021,Hazrati Sultan,351
112,7/22/2021,Hazrati Sultan,351
113,7/23/2021,Hazrati Sultan,351
114,7/24/2021,Hazrati Sultan,351
115,7/25/2021,Hazrati Sultan,351
116,7/26/2021,Hazrati Sultan,351
117,7/27/2021,Hazrati Sultan,351
118,7/28/2021,Hazrati Sultan,351
119,7/29/2021,Hazrati Sultan,351
120,7/30/2021,Hazrati Sultan,351
121,7/31/2021,Hazrati Sultan,351
122,8/1/2021,Hazrati Sultan,351
123,8/2/2021,Hazrati Sultan,351
124,8/3/2021,Hazrati Sultan,351
125,8/4/2021,Hazrati Sultan,351
126,8/5/2021,Hazrati Sultan,351
127,8/6/2021,Hazrati Sultan,351
128,8/7/2021,Hazrati Sultan,351
129,8/8/2021,Hazrati Sultan,351
130,8/9/2021,Hazrati Sultan,351
131,8/10/2021,Hazrati Sultan,351
132,8/11/2021,Hazrati Sultan,351
133,8/12/2021,Hazrati Sultan,351
134,8/13/2021,Hazrati Sultan,351
135,8/14/2021,Hazrati Sultan,351
136,8/15/2021,Hazrati Sultan,351
137,8/16/2021,Hazrati Sultan,351
138,8/17/2021,Hazrati Sultan,351
139,8/18/2021,Hazrati Sultan,351
140,8/19/2021,Hazrati Sultan,351
141,8/20/2021,Hazrati Sultan,351
142,8/21/2021,Hazrati Sultan,351
143,8/22/2021,Hazrati Sultan,351
144,8/23/2021,Hazrati Sultan,351
145,8/24/2021,Hazrati Sultan,351
146,8/25/2021,Hazrati Sultan,351
147,8/26/2021,Hazrati Sultan,351
148,8/27/2021,Hazrati Sultan,351
149,8/28/2021,Hazrati Sultan,351
150,8/29/2021,Hazrati Sultan,351
151,8/30/2021,Hazrati Sultan,351
152,8/31/2021,Hazrati Sultan,351
0,4/1/2021,Hirat,0
1,4/2/2021,Hirat,0
2,4/3/2021,Hirat,6
3,4/4/2021,Hirat,6
4,4/5/2021,Hirat,6
5,4/6/2021,Hirat,17
6,4/7/2021,Hirat,17
7,4/8/2021,Hirat,19
8,4/9/2021,Hirat,19
9,4/10/2021,Hirat,20
10,4/11/2021,Hirat,23
11,4/12/2021,Hirat,23
12,4/13/2021,Hirat,23
13,4/14/2021,Hirat,23
14,4/15/2021,Hirat,23
15,4/16/2021,Hirat,23
16,4/17/2021,Hirat,23
17,4/18/2021,Hirat,23
18,4/19/2021,Hirat,23
19,4/20/2021,Hirat,24
20,4/21/2021,Hirat,24
21,4/22/2021,Hirat,24
22,4/23/2021,Hirat,25
23,4/24/2021,Hirat,25
24,4/25/2021,Hirat,48
25,4/26/2021,Hirat,48
26,4/27/2021,Hirat,48
27,4/28/2021,Hirat,49
28,4/29/2021,Hirat,58
29,4/30/2021,Hirat,58
30,5/1/2021,Hirat,58
31,5/2/2021,Hirat,61
32,5/3/2021,Hirat,75
33,5/4/2021,Hirat,75
34,5/5/2021,Hirat,75
35,5/6/2021,Hirat,75
36,5/7/2021,Hirat,101
37,5/8/2021,Hirat,125
38,5/9/2021,Hirat,127
39,5/10/2021,Hirat,136
40,5/11/2021,Hirat,138
41,5/12/2021,Hirat,138
42,5/13/2021,Hirat,138
43,5/14/2021,Hirat,138
44,5/15/2021,Hirat,138
45,5/16/2021,Hirat,138
46,5/17/2021,Hirat,153
47,5/18/2021,Hirat,174
48,5/19/2021,Hirat,189
49,5/20/2021,Hirat,189
50,5/21/2021,Hirat,189
51,5/22/2021,Hirat,194
52,5/23/2021,Hirat,202
53,5/24/2021,Hirat,202
54,5/25/2021,Hirat,202
55,5/26/2021,Hirat,215
56,5/27/2021,Hirat,221
57,5/28/2021,Hirat,221
58,5/29/2021,Hirat,234
59,5/30/2021,Hirat,244
60,5/31/2021,Hirat,246
61,6/1/2021,Hirat,249
62,6/2/2021,Hirat,249
63,6/3/2021,Hirat,249
64,6/4/2021,Hirat,249
65,6/5/2021,Hirat,252
66,6/6/2021,Hirat,253
67,6/7/2021,Hirat,253
68,6/8/2021,Hirat,253
69,6/9/2021,Hirat,254
70,6/10/2021,Hirat,262
71,6/11/2021,Hirat,262
72,6/12/2021,Hirat,262
73,6/13/2021,Hirat,262
74,6/14/2021,Hirat,264
75,6/15/2021,Hirat,264
76,6/16/2021,Hirat,264
77,6/17/2021,Hirat,291
78,6/18/2021,Hirat,307
79,6/19/2021,Hirat,307
80,6/20/2021,Hirat,307
81,6/21/2021,Hirat,307
82,6/22/2021,Hirat,325
83,6/23/2021,Hirat,325
84,6/24/2021,Hirat,326
85,6/25/2021,Hirat,326
86,6/26/2021,Hirat,326
87,6/27/2021,Hirat,326
88,6/28/2021,Hirat,326
89,6/29/2021,Hirat,326
90,6/30/2021,Hirat,339
91,7/1/2021,Hirat,339
92,7/2/2021,Hirat,339
93,7/3/2021,Hirat,339
94,7/4/2021,Hirat,340
95,7/5/2021,Hirat,340
96,7/6/2021,Hirat,340
97,7/7/2021,Hirat,340
98,7/8/2021,Hirat,340
99,7/9/2021,Hirat,340
100,7/10/2021,Hirat,340
101,7/11/2021,Hirat,340
102,7/12/2021,Hirat,340
103,7/13/2021,Hirat,340
104,7/14/2021,Hirat,340
105,7/15/2021,Hirat,352
106,7/16/2021,Hirat,352
107,7/17/2021,Hirat,352
108,7/18/2021,Hirat,352
109,7/19/2021,Hirat,352
110,7/20/2021,Hirat,352
111,7/21/2021,Hirat,352
112,7/22/2021,Hirat,352
113,7/23/2021,Hirat,352
114,7/24/2021,Hirat,357
115,7/25/2021,Hirat,358
116,7/26/2021,Hirat,358
117,7/27/2021,Hirat,358
118,7/28/2021,Hirat,358
119,7/29/2021,Hirat,374
120,7/30/2021,Hirat,375
121,7/31/2021,Hirat,405
122,8/1/2021,Hirat,422
123,8/2/2021,Hirat,469
124,8/3/2021,Hirat,476
125,8/4/2021,Hirat,490
126,8/5/2021,Hirat,503
127,8/6/2021,Hirat,521
128,8/7/2021,Hirat,538
129,8/8/2021,Hirat,538
130,8/9/2021,Hirat,540
131,8/10/2021,Hirat,550
132,8/11/2021,Hirat,562
133,8/12/2021,Hirat,565
134,8/13/2021,Hirat,565
135,8/14/2021,Hirat,565
136,8/15/2021,Hirat,565
137,8/16/2021,Hirat,565
138,8/17/2021,Hirat,565
139,8/18/2021,Hirat,566
140,8/19/2021,Hirat,566
