id,date,taliban_control,idx
Dawlat Shah,6/23/2021,0,10
Dawlat Shah,6/24/2021,0,11
Dawlat Shah,6/25/2021,0,12
Dawlat Shah,6/27/2021,0,13
Dawlat Shah,6/29/2021,0,14
Dawlat Shah,6/30/2021,0,15
Dawlat Shah,7/3/2021,0,16
Dawlat Shah,7/4/2021,0,17
Dawlat Shah,7/5/2021,0,18
Dawlat Shah,7/6/2021,0,19
Dawlat Shah,7/10/2021,0,20
Dawlat Shah,7/11/2021,0,21
Dawlat Shah,7/12/2021,0,22
Dawlat Shah,7/13/2021,0,23
Dawlat Shah,7/14/2021,0,24
Dawlat Shah,7/18/2021,0,25
Dawlat Shah,7/22/2021,0,26
Dawlat Shah,7/25/2021,0,27
Dawlat Shah,8/6/2021,0,28
Dawlat Shah,8/7/2021,0,29
Dawlat Shah,8/8/2021,0,30
Dawlat Shah,8/10/2021,0,31
Dawlat Shah,8/11/2021,0,32
Dawlat Shah,8/12/2021,0,33
Dawlat Shah,8/13/2021,0,34
Dawlat Shah,8/14/2021,0,35
Dawlat Shah,8/16/2021,0,36
Dawlatabad,5/11/2021,0,0
Dawlatabad,5/12/2021,0,1
Dawlatabad,6/7/2021,0,2
Dawlatabad,6/8/2021,1,3
Dawlatabad,6/12/2021,1,4
Dawlatabad,6/13/2021,1,5
Dawlatabad,6/14/2021,1,6
Dawlatabad,6/15/2021,1,7
Dawlatabad,6/20/2021,1,8
Dawlatabad,6/21/2021,1,9
Dawlatabad,6/23/2021,1,10
Dawlatabad,6/24/2021,1,11
Dawlatabad,6/25/2021,1,12
Dawlatabad,6/27/2021,1,13
Dawlatabad,6/29/2021,1,14
Dawlatabad,6/30/2021,1,15
Dawlatabad,7/3/2021,1,16
Dawlatabad,7/4/2021,1,17
Dawlatabad,7/5/2021,1,18
Dawlatabad,7/6/2021,1,19
Dawlatabad,7/10/2021,1,20
Dawlatabad,7/11/2021,1,21
Dawlatabad,7/12/2021,1,22
Dawlatabad,7/13/2021,1,23
Dawlatabad,7/14/2021,1,24
Dawlatabad,7/18/2021,1,25
Dawlatabad,7/22/2021,1,26
Dawlatabad,7/25/2021,1,27
Dawlatabad,8/6/2021,1,28
Dawlatabad,8/7/2021,1,29
Dawlatabad,8/8/2021,1,30
Dawlatabad,8/10/2021,1,31
Dawlatabad,8/11/2021,1,32
Dawlatabad,8/12/2021,1,33
Dawlatabad,8/13/2021,1,34
Dawlatabad,8/14/2021,1,35
Dawlatabad,8/16/2021,1,36
Day Kundi,5/11/2021,0,0
Day Kundi,5/12/2021,0,1
Day Kundi,6/7/2021,0,2
Day Kundi,6/8/2021,0,3
Day Kundi,6/12/2021,0,4
Day Kundi,6/13/2021,0,5
Day Kundi,6/14/2021,0,6
Day Kundi,6/15/2021,0,7
Day Kundi,6/20/2021,0,8
Day Kundi,6/21/2021,0,9
Day Kundi,6/23/2021,0,10
Day Kundi,6/24/2021,0,11
Day Kundi,6/25/2021,0,12
Day Kundi,6/27/2021,0,13
Day Kundi,6/29/2021,0,14
Day Kundi,6/30/2021,0,15
Day Kundi,7/3/2021,0,16
Day Kundi,7/4/2021,0,17
Day Kundi,7/5/2021,0,18
Day Kundi,7/6/2021,0,19
Day Kundi,7/10/2021,0,20
Day Kundi,7/11/2021,0,21
Day Kundi,7/12/2021,0,22
Day Kundi,7/13/2021,0,23
Day Kundi,7/14/2021,0,24
Day Kundi,7/18/2021,0,25
Day Kundi,7/22/2021,0,26
Day Kundi,7/25/2021,0,27
Day Kundi,8/6/2021,0,28
Day Kundi,8/7/2021,0,29
Day Kundi,8/8/2021,0,30
Day Kundi,8/10/2021,0,31
Day Kundi,8/11/2021,0,32
Day Kundi,8/12/2021,0,33
Day Kundi,8/13/2021,0,34
Day Kundi,8/14/2021,0,35
Day Kundi,8/16/2021,0,36
Day Mirdad,5/11/2021,0,0
Day Mirdad,5/12/2021,0,1
Day Mirdad,6/7/2021,0,2
Day Mirdad,6/8/2021,0,3
Day Mirdad,6/12/2021,0,4
Day Mirdad,6/13/2021,0,5
Day Mirdad,6/14/2021,0,6
Day Mirdad,6/15/2021,0,7
Day Mirdad,6/20/2021,0,8
Day Mirdad,6/21/2021,0,9
Day Mirdad,6/23/2021,0,10
Day Mirdad,6/24/2021,0,11
Day Mirdad,6/25/2021,0,12
Day Mirdad,6/27/2021,0,13
Day Mirdad,6/29/2021,0,14
Day Mirdad,6/30/2021,0,15
Day Mirdad,7/3/2021,0,16
Day Mirdad,7/4/2021,0,17
Day Mirdad,7/5/2021,0,18
Day Mirdad,7/6/2021,0,19
Day Mirdad,7/10/2021,0,20
Day Mirdad,7/11/2021,0,21
Day Mirdad,7/12/2021,0,22
Day Mirdad,7/13/2021,0,23
Day Mirdad,7/14/2021,0,24
Day Mirdad,7/18/2021,0,25
Day Mirdad,7/22/2021,0,26
Day Mirdad,7/25/2021,0,27
Day Mirdad,8/6/2021,0,28
Day Mirdad,8/7/2021,0,29
Day Mirdad,8/8/2021,0,30
Day Mirdad,8/10/2021,0,31
Day Mirdad,8/11/2021,0,32
Day Mirdad,8/12/2021,0,33
Day Mirdad,8/13/2021,0,34
Day Mirdad,8/14/2021,0,35
Day Mirdad,8/16/2021,0,36
Daychopan,5/11/2021,0,0
Daychopan,5/12/2021,0,1
Daychopan,6/7/2021,0,2
Daychopan,6/8/2021,0,3
Daychopan,6/12/2021,0,4
Daychopan,6/13/2021,0,5
Daychopan,6/14/2021,0,6
Daychopan,6/15/2021,0,7
Daychopan,6/20/2021,0,8
Daychopan,6/21/2021,0,9
Daychopan,6/23/2021,0,10
Daychopan,6/24/2021,0,11
Daychopan,6/25/2021,0,12
Daychopan,6/27/2021,0,13
Daychopan,6/29/2021,0,14
Daychopan,6/30/2021,0,15
Daychopan,7/3/2021,0,16
Daychopan,7/4/2021,0,17
Daychopan,7/5/2021,0,18
Daychopan,7/6/2021,0,19
Daychopan,7/10/2021,0,20
Daychopan,7/11/2021,0,21
Daychopan,7/12/2021,0,22
Daychopan,7/13/2021,0,23
Daychopan,7/14/2021,0,24
Daychopan,7/18/2021,0,25
Daychopan,7/22/2021,0,26
Daychopan,7/25/2021,0,27
Daychopan,8/6/2021,0,28
Daychopan,8/7/2021,0,29
Daychopan,8/8/2021,0,30
Daychopan,8/10/2021,0,31
Daychopan,8/11/2021,0,32
Daychopan,8/12/2021,0,33
Daychopan,8/13/2021,0,34
Daychopan,8/14/2021,0,35
Daychopan,8/16/2021,0,36
Dih Bala,5/11/2021,0,0
Dih Bala,5/12/2021,0,1
Dih Bala,6/7/2021,0,2
Dih Bala,6/8/2021,0,3
Dih Bala,6/12/2021,0,4
Dih Bala,6/13/2021,0,5
Dih Bala,6/14/2021,0,6
Dih Bala,6/15/2021,0,7
Dih Bala,6/20/2021,1,8
Dih Bala,6/21/2021,1,9
Dih Bala,6/23/2021,1,10
Dih Bala,6/24/2021,1,11
Dih Bala,6/25/2021,1,12
Dih Bala,6/27/2021,1,13
Dih Bala,6/29/2021,1,14
Dih Bala,6/30/2021,1,15
Dih Bala,7/3/2021,1,16
Dih Bala,7/4/2021,1,17
Dih Bala,7/5/2021,1,18
Dih Bala,7/6/2021,1,19
Dih Bala,7/10/2021,1,20
Dih Bala,7/11/2021,1,21
Dih Bala,7/12/2021,1,22
Dih Bala,7/13/2021,1,23
Dih Bala,7/14/2021,1,24
Dih Bala,7/18/2021,1,25
Dih Bala,7/22/2021,1,26
Dih Bala,7/25/2021,1,27
Dih Bala,8/6/2021,1,28
Dih Bala,8/7/2021,1,29
Dih Bala,8/8/2021,1,30
Dih Bala,8/10/2021,1,31
Dih Bala,8/11/2021,1,32
Dih Bala,8/12/2021,1,33
Dih Bala,8/13/2021,1,34
Dih Bala,8/14/2021,1,35
Dih Bala,8/16/2021,1,36
Dih Sabz,5/11/2021,0,0
Dih Sabz,5/12/2021,0,1
Dih Sabz,6/7/2021,0,2
Dih Sabz,6/8/2021,0,3
Dih Sabz,6/12/2021,0,4
Dih Sabz,6/13/2021,0,5
Dih Sabz,6/14/2021,0,6
Dih Sabz,6/15/2021,0,7
Dih Sabz,6/20/2021,0,8
Dih Sabz,6/21/2021,0,9
Dih Sabz,6/23/2021,0,10
Dih Sabz,6/24/2021,0,11
Dih Sabz,6/25/2021,0,12
Dih Sabz,6/27/2021,0,13
Dih Sabz,6/29/2021,0,14
Dih Sabz,6/30/2021,0,15
Dih Sabz,7/3/2021,0,16
Dih Sabz,7/4/2021,0,17
Dih Sabz,7/5/2021,0,18
Dih Sabz,7/6/2021,0,19
Dih Sabz,7/10/2021,0,20
Dih Sabz,7/11/2021,0,21
Dih Sabz,7/12/2021,0,22
Dih Sabz,7/13/2021,0,23
Dih Sabz,7/14/2021,0,24
Dih Sabz,7/18/2021,0,25
Dih Sabz,7/22/2021,0,26
Dih Sabz,7/25/2021,0,27
Dih Sabz,8/6/2021,0,28
Dih Sabz,8/7/2021,0,29
Dih Sabz,8/8/2021,0,30
Dih Sabz,8/10/2021,0,31
Dih Sabz,8/11/2021,0,32
Dih Sabz,8/12/2021,0,33
Dih Sabz,8/13/2021,0,34
Dih Sabz,8/14/2021,0,35
Dih Sabz,8/16/2021,0,36
Dih Yak,5/11/2021,0,0
Dih Yak,5/12/2021,0,1
Dih Yak,6/7/2021,0,2
Dih Yak,6/8/2021,0,3
Dih Yak,6/12/2021,1,4
Dih Yak,6/13/2021,1,5
Dih Yak,6/14/2021,1,6
Dih Yak,6/15/2021,1,7
Dih Yak,6/20/2021,1,8
Dih Yak,6/21/2021,1,9
Dih Yak,6/23/2021,1,10
Dih Yak,6/24/2021,1,11
Dih Yak,6/25/2021,1,12
Dih Yak,6/27/2021,1,13
Dih Yak,6/29/2021,1,14
Dih Yak,6/30/2021,1,15
Dih Yak,7/3/2021,1,16
Dih Yak,7/4/2021,1,17
Dih Yak,7/5/2021,1,18
Dih Yak,7/6/2021,1,19
Dih Yak,7/10/2021,1,20
Dih Yak,7/11/2021,1,21
Dih Yak,7/12/2021,1,22
Dih Yak,7/13/2021,1,23
Dih Yak,7/14/2021,1,24
Dih Yak,7/18/2021,1,25
Dih Yak,7/22/2021,1,26
Dih Yak,7/25/2021,1,27
Dih Yak,8/6/2021,1,28
Dih Yak,8/7/2021,1,29
Dih Yak,8/8/2021,1,30
Dih Yak,8/10/2021,1,31
Dih Yak,8/11/2021,1,32
Dih Yak,8/12/2021,1,33
Dih Yak,8/13/2021,1,34
Dih Yak,8/14/2021,1,35
Dih Yak,8/16/2021,1,36
Dihdadi,5/11/2021,0,0
Dihdadi,5/12/2021,0,1
Dihdadi,6/7/2021,0,2
Dihdadi,6/8/2021,0,3
Dihdadi,6/12/2021,0,4
Dihdadi,6/13/2021,0,5
Dihdadi,6/14/2021,0,6
Dihdadi,6/15/2021,0,7
Dihdadi,6/20/2021,0,8
Dihdadi,6/21/2021,0,9
Dihdadi,6/23/2021,0,10
Dihdadi,6/24/2021,0,11
Dihdadi,6/25/2021,0,12
Dihdadi,6/27/2021,0,13
Dihdadi,6/29/2021,0,14
Dihdadi,6/30/2021,0,15
Dihdadi,7/3/2021,0,16
Dihdadi,7/4/2021,0,17
Dihdadi,7/5/2021,0,18
Dihdadi,7/6/2021,0,19
Dihdadi,7/10/2021,0,20
Dihdadi,7/11/2021,0,21
Dihdadi,7/12/2021,0,22
Dihdadi,7/13/2021,0,23
Dihdadi,7/14/2021,0,24
Dihdadi,7/18/2021,0,25
Dihdadi,7/22/2021,0,26
Dihdadi,7/25/2021,0,27
Dihdadi,8/6/2021,0,28
Dihdadi,8/7/2021,0,29
Dihdadi,8/8/2021,0,30
Dihdadi,8/10/2021,0,31
Dihdadi,8/11/2021,0,32
Dihdadi,8/12/2021,0,33
Dihdadi,8/13/2021,0,34
Dihdadi,8/14/2021,0,35
Dihdadi,8/16/2021,0,36
Dihrawud,5/11/2021,0,0
Dihrawud,5/12/2021,0,1
Dihrawud,6/7/2021,0,2
Dihrawud,6/8/2021,0,3
Dihrawud,6/12/2021,0,4
Dihrawud,6/13/2021,0,5
Dihrawud,6/14/2021,0,6
Dihrawud,6/15/2021,0,7
Dihrawud,6/20/2021,0,8
Dihrawud,6/21/2021,0,9
Dihrawud,6/23/2021,0,10
Dihrawud,6/24/2021,0,11
Dihrawud,6/25/2021,0,12
Dihrawud,6/27/2021,0,13
Dihrawud,6/29/2021,0,14
Dihrawud,6/30/2021,0,15
Dihrawud,7/3/2021,0,16
Dihrawud,7/4/2021,0,17
Dihrawud,7/5/2021,0,18
Dihrawud,7/6/2021,0,19
Dihrawud,7/10/2021,0,20
Dihrawud,7/11/2021,0,21
Dihrawud,7/12/2021,0,22
Dihrawud,7/13/2021,0,23
Dihrawud,7/14/2021,0,24
Dihrawud,7/18/2021,0,25
Dihrawud,7/22/2021,0,26
Dihrawud,7/25/2021,0,27
Dihrawud,8/6/2021,0,28
Dihrawud,8/7/2021,0,29
Dihrawud,8/8/2021,0,30
Dihrawud,8/10/2021,0,31
Dihrawud,8/11/2021,0,32
Dihrawud,8/12/2021,0,33
Dihrawud,8/13/2021,0,34
Dihrawud,8/14/2021,0,35
Dihrawud,8/16/2021,0,36
Dila,5/11/2021,0,0
Dila,5/12/2021,0,1
Dila,6/7/2021,0,2
Dila,6/8/2021,0,3
Dila,6/12/2021,0,4
Dila,6/13/2021,0,5
Dila,6/14/2021,0,6
Dila,6/15/2021,0,7
Dila,6/20/2021,0,8
Dila,6/21/2021,0,9
Dila,6/23/2021,0,10
Dila,6/24/2021,0,11
Dila,6/25/2021,0,12
Dila,6/27/2021,0,13
Dila,6/29/2021,0,14
Dila,6/30/2021,0,15
Dila,7/3/2021,0,16
Dila,7/4/2021,0,17
Dila,7/5/2021,0,18
Dila,7/6/2021,0,19
Dila,7/10/2021,0,20
Dila,7/11/2021,0,21
Dila,7/12/2021,0,22
Dila,7/13/2021,0,23
Dila,7/14/2021,0,24
Dila,7/18/2021,0,25
Dila,7/22/2021,0,26
Dila,7/25/2021,0,27
Dila,8/6/2021,0,28
Dila,8/7/2021,0,29
Dila,8/8/2021,0,30
Dila,8/10/2021,0,31
Dila,8/11/2021,0,32
Dila,8/12/2021,0,33
Dila,8/13/2021,0,34
Dila,8/14/2021,0,35
Dila,8/16/2021,0,36
Dishu,5/11/2021,0,0
Dishu,5/12/2021,0,1
Dishu,6/7/2021,0,2
Dishu,6/8/2021,0,3
Dishu,6/12/2021,0,4
Dishu,6/13/2021,0,5
Dishu,6/14/2021,0,6
Dishu,6/15/2021,0,7
Dishu,6/20/2021,0,8
Dishu,6/21/2021,0,9
Dishu,6/23/2021,0,10
Dishu,6/24/2021,0,11
Dishu,6/25/2021,0,12
Dishu,6/27/2021,0,13
Dishu,6/29/2021,0,14
Dishu,6/30/2021,0,15
Dishu,7/3/2021,0,16
Dishu,7/4/2021,0,17
Dishu,7/5/2021,0,18
Dishu,7/6/2021,0,19
Dishu,7/10/2021,0,20
Dishu,7/11/2021,0,21
Dishu,7/12/2021,0,22
Dishu,7/13/2021,0,23
Dishu,7/14/2021,0,24
Dishu,7/18/2021,0,25
Dishu,7/22/2021,0,26
Dishu,7/25/2021,0,27
Dishu,8/6/2021,0,28
Dishu,8/7/2021,0,29
Dishu,8/8/2021,0,30
Dishu,8/10/2021,0,31
Dishu,8/11/2021,0,32
Dishu,8/12/2021,0,33
Dishu,8/13/2021,0,34
Dishu,8/14/2021,0,35
Dishu,8/16/2021,0,36
Dur Baba,5/11/2021,0,0
Dur Baba,5/12/2021,0,1
Dur Baba,6/7/2021,0,2
Dur Baba,6/8/2021,0,3
Dur Baba,6/12/2021,0,4
Dur Baba,6/13/2021,0,5
Dur Baba,6/14/2021,0,6
Dur Baba,6/15/2021,0,7
Dur Baba,6/20/2021,0,8
Dur Baba,6/21/2021,0,9
Dur Baba,6/23/2021,0,10
Dur Baba,6/24/2021,0,11
Dur Baba,6/25/2021,0,12
Dur Baba,6/27/2021,0,13
Dur Baba,6/29/2021,0,14
Dur Baba,6/30/2021,0,15
Dur Baba,7/3/2021,0,16
Dur Baba,7/4/2021,0,17
Dur Baba,7/5/2021,0,18
Dur Baba,7/6/2021,0,19
Dur Baba,7/10/2021,0,20
Dur Baba,7/11/2021,0,21
Dur Baba,7/12/2021,0,22
Dur Baba,7/13/2021,0,23
Dur Baba,7/14/2021,0,24
Dur Baba,7/18/2021,0,25
Dur Baba,7/22/2021,0,26
Dur Baba,7/25/2021,0,27
Dur Baba,8/6/2021,0,28
Dur Baba,8/7/2021,0,29
Dur Baba,8/8/2021,0,30
Dur Baba,8/10/2021,0,31
Dur Baba,8/11/2021,0,32
Dur Baba,8/12/2021,0,33
Dur Baba,8/13/2021,0,34
Dur Baba,8/14/2021,0,35
Dur Baba,8/16/2021,0,36
Dushi,5/11/2021,0,0
Dushi,5/12/2021,0,1
Dushi,6/7/2021,0,2
Dushi,6/8/2021,0,3
Dushi,6/12/2021,0,4
Dushi,6/13/2021,0,5
Dushi,6/14/2021,0,6
Dushi,6/15/2021,0,7
Dushi,6/20/2021,0,8
Dushi,6/21/2021,1,9
Dushi,6/23/2021,1,10
Dushi,6/24/2021,1,11
Dushi,6/25/2021,1,12
Dushi,6/27/2021,1,13
Dushi,6/29/2021,1,14
Dushi,6/30/2021,1,15
Dushi,7/3/2021,1,16
Dushi,7/4/2021,1,17
Dushi,7/5/2021,1,18
Dushi,7/6/2021,1,19
Dushi,7/10/2021,1,20
Dushi,7/11/2021,1,21
Dushi,7/12/2021,1,22
Dushi,7/13/2021,1,23
Dushi,7/14/2021,1,24
Dushi,7/18/2021,1,25
Dushi,7/22/2021,1,26
Dushi,7/25/2021,1,27
Dushi,8/6/2021,1,28
Dushi,8/7/2021,1,29
Dushi,8/8/2021,1,30
Dushi,8/10/2021,1,31
Dushi,8/11/2021,1,32
Dushi,8/12/2021,1,33
Dushi,8/13/2021,1,34
Dushi,8/14/2021,1,35
Dushi,8/16/2021,1,36
Farah,5/11/2021,0,0
Farah,5/12/2021,0,1
Farah,6/7/2021,0,2
Farah,6/8/2021,0,3
Farah,6/12/2021,0,4
Farah,6/13/2021,0,5
Farah,6/14/2021,0,6
Farah,6/15/2021,0,7
Farah,6/20/2021,0,8
Farah,6/21/2021,0,9
Farah,6/23/2021,0,10
Farah,6/24/2021,0,11
Farah,6/25/2021,0,12
Farah,6/27/2021,0,13
Farah,6/29/2021,0,14
Farah,6/30/2021,0,15
Farah,7/3/2021,0,16
Farah,7/4/2021,0,17
Farah,7/5/2021,0,18
Farah,7/6/2021,0,19
Farah,7/10/2021,0,20
Farah,7/11/2021,0,21
Farah,7/12/2021,0,22
Farah,7/13/2021,0,23
Farah,7/14/2021,0,24
Farah,7/18/2021,0,25
Farah,7/22/2021,0,26
Farah,7/25/2021,0,27
Farah,8/6/2021,0,28
Farah,8/7/2021,0,29
Farah,8/8/2021,0,30
Farah,8/10/2021,0,31
Farah,8/11/2021,1,32
Farah,8/12/2021,1,33
Farah,8/13/2021,1,34
Farah,8/14/2021,1,35
Farah,8/16/2021,1,36
Farkhar,5/11/2021,0,0
Farkhar,5/12/2021,0,1
Farkhar,6/7/2021,0,2
Farkhar,6/8/2021,0,3
Farkhar,6/12/2021,0,4
Farkhar,6/13/2021,0,5
Farkhar,6/14/2021,0,6
Farkhar,6/15/2021,0,7
Farkhar,6/20/2021,0,8
Farkhar,6/21/2021,0,9
Farkhar,6/23/2021,0,10
Farkhar,6/24/2021,0,11
Farkhar,6/25/2021,0,12
Farkhar,6/27/2021,0,13
Farkhar,6/29/2021,0,14
Farkhar,6/30/2021,0,15
Farkhar,7/3/2021,0,16
Farkhar,7/4/2021,0,17
Farkhar,7/5/2021,0,18
Farkhar,7/6/2021,0,19
Farkhar,7/10/2021,0,20
Farkhar,7/11/2021,0,21
Farkhar,7/12/2021,0,22
Farkhar,7/13/2021,0,23
Farkhar,7/14/2021,0,24
Farkhar,7/18/2021,0,25
Farkhar,7/22/2021,0,26
Farkhar,7/25/2021,0,27
Farkhar,8/6/2021,0,28
Farkhar,8/7/2021,0,29
Farkhar,8/8/2021,0,30
Farkhar,8/10/2021,0,31
Farkhar,8/11/2021,1,32
Farkhar,8/12/2021,1,33
Farkhar,8/13/2021,1,34
Farkhar,8/14/2021,1,35
Farkhar,8/16/2021,1,36
Farsi,5/11/2021,0,0
Farsi,5/12/2021,0,1
Farsi,6/7/2021,0,2
Farsi,6/8/2021,0,3
Farsi,6/12/2021,1,4
Farsi,6/13/2021,1,5
Farsi,6/14/2021,1,6
Farsi,6/15/2021,1,7
Farsi,6/20/2021,1,8
Farsi,6/21/2021,1,9
Farsi,6/23/2021,1,10
Farsi,6/24/2021,1,11
Farsi,6/25/2021,1,12
Farsi,6/27/2021,1,13
Farsi,6/29/2021,1,14
Farsi,6/30/2021,1,15
Farsi,7/3/2021,1,16
Farsi,7/4/2021,1,17
Farsi,7/5/2021,1,18
Farsi,7/6/2021,1,19
Farsi,7/10/2021,1,20
Farsi,7/11/2021,1,21
Farsi,7/12/2021,1,22
Farsi,7/13/2021,1,23
Farsi,7/14/2021,1,24
Farsi,7/18/2021,1,25
Farsi,7/22/2021,1,26
Farsi,7/25/2021,1,27
Farsi,8/6/2021,1,28
Farsi,8/7/2021,1,29
Farsi,8/8/2021,1,30
Farsi,8/10/2021,1,31
Farsi,8/11/2021,1,32
Farsi,8/12/2021,1,33
Farsi,8/13/2021,1,34
Farsi,8/14/2021,1,35
Farsi,8/16/2021,1,36
Fayzabad,5/11/2021,0,0
Fayzabad,5/12/2021,0,1
Fayzabad,6/7/2021,0,2
Fayzabad,6/8/2021,0,3
Fayzabad,6/12/2021,0,4
Fayzabad,6/13/2021,0,5
Fayzabad,6/14/2021,0,6
Fayzabad,6/15/2021,0,7
Fayzabad,6/20/2021,0,8
Fayzabad,6/21/2021,0,9
Fayzabad,6/23/2021,0,10
Fayzabad,6/24/2021,0,11
Fayzabad,6/25/2021,0,12
Fayzabad,6/27/2021,0,13
Fayzabad,6/29/2021,0,14
Fayzabad,6/30/2021,0,15
Fayzabad,7/3/2021,0,16
Fayzabad,7/4/2021,0,17
Fayzabad,7/5/2021,0,18
Fayzabad,7/6/2021,0,19
Fayzabad,7/10/2021,0,20
Fayzabad,7/11/2021,0,21
Fayzabad,7/12/2021,0,22
Fayzabad,7/13/2021,0,23
Fayzabad,7/14/2021,0,24
Fayzabad,7/18/2021,0,25
Fayzabad,7/22/2021,0,26
Fayzabad,7/25/2021,0,27
Fayzabad,8/6/2021,0,28
Fayzabad,8/7/2021,0,29
Fayzabad,8/8/2021,0,30
Fayzabad,8/10/2021,0,31
Fayzabad,8/11/2021,1,32
Fayzabad,8/12/2021,1,33
Fayzabad,8/13/2021,1,34
Fayzabad,8/14/2021,1,35
Fayzabad,8/16/2021,1,36
Gardez,5/11/2021,0,0
Gardez,5/12/2021,0,1
Gardez,6/7/2021,0,2
Gardez,6/8/2021,0,3
Gardez,6/12/2021,0,4
Gardez,6/13/2021,0,5
Gardez,6/14/2021,0,6
Gardez,6/15/2021,0,7
Gardez,6/20/2021,0,8
Gardez,6/21/2021,0,9
Gardez,6/23/2021,0,10
Gardez,6/24/2021,0,11
Gardez,6/25/2021,0,12
Gardez,6/27/2021,0,13
Gardez,6/29/2021,0,14
Gardez,6/30/2021,0,15
Gardez,7/3/2021,0,16
Gardez,7/4/2021,0,17
Gardez,7/5/2021,0,18
Gardez,7/6/2021,0,19
Gardez,7/10/2021,0,20
Gardez,7/11/2021,0,21
Gardez,7/12/2021,0,22
Gardez,7/13/2021,0,23
Gardez,7/14/2021,0,24
Gardez,7/18/2021,0,25
Gardez,7/22/2021,0,26
Gardez,7/25/2021,0,27
Gardez,8/6/2021,0,28
Gardez,8/7/2021,0,29
Gardez,8/8/2021,0,30
Gardez,8/10/2021,0,31
Gardez,8/11/2021,0,32
Gardez,8/12/2021,0,33
Gardez,8/13/2021,0,34
Gardez,8/14/2021,0,35
Gardez,8/16/2021,0,36
Garmser,5/11/2021,0,0
Garmser,5/12/2021,0,1
Garmser,6/7/2021,0,2
Garmser,6/8/2021,0,3
Garmser,6/12/2021,0,4
Garmser,6/13/2021,0,5
Garmser,6/14/2021,0,6
Garmser,6/15/2021,0,7
Garmser,6/20/2021,0,8
Garmser,6/21/2021,0,9
Garmser,6/23/2021,0,10
Garmser,6/24/2021,0,11
Garmser,6/25/2021,0,12
Garmser,6/27/2021,0,13
Garmser,6/29/2021,0,14
Garmser,6/30/2021,0,15
Garmser,7/3/2021,0,16
Garmser,7/4/2021,0,17
Garmser,7/5/2021,0,18
Garmser,7/6/2021,0,19
Garmser,7/10/2021,0,20
Garmser,7/11/2021,0,21
Garmser,7/12/2021,1,22
Garmser,7/13/2021,1,23
Garmser,7/14/2021,1,24
Garmser,7/18/2021,1,25
Garmser,7/22/2021,1,26
Garmser,7/25/2021,1,27
Garmser,8/6/2021,1,28
Garmser,8/7/2021,1,29
Garmser,8/8/2021,1,30
Garmser,8/10/2021,1,31
Garmser,8/11/2021,1,32
Garmser,8/12/2021,1,33
Garmser,8/13/2021,1,34
Garmser,8/14/2021,1,35
Garmser,8/16/2021,1,36
Gayan,5/11/2021,0,0
Gayan,5/12/2021,0,1
Gayan,6/7/2021,0,2
Gayan,6/8/2021,0,3
Gayan,6/12/2021,0,4
Gayan,6/13/2021,0,5
Gayan,6/14/2021,0,6
Gayan,6/15/2021,0,7
Gayan,6/20/2021,0,8
Gayan,6/21/2021,0,9
Gayan,6/23/2021,0,10
Gayan,6/24/2021,0,11
Gayan,6/25/2021,0,12
Gayan,6/27/2021,0,13
Gayan,6/29/2021,0,14
Gayan,6/30/2021,0,15
Gayan,7/3/2021,0,16
Gayan,7/4/2021,0,17
Gayan,7/5/2021,0,18
Gayan,7/6/2021,0,19
Gayan,7/10/2021,0,20
Gayan,7/11/2021,0,21
Gayan,7/12/2021,0,22
Gayan,7/13/2021,0,23
Gayan,7/14/2021,0,24
Gayan,7/18/2021,0,25
Gayan,7/22/2021,0,26
Gayan,7/25/2021,0,27
Gayan,8/6/2021,0,28
Gayan,8/7/2021,0,29
Gayan,8/8/2021,0,30
Gayan,8/10/2021,0,31
Gayan,8/11/2021,0,32
Gayan,8/12/2021,0,33
Gayan,8/13/2021,0,34
Gayan,8/14/2021,0,35
Gayan,8/16/2021,0,36
Gelan,5/11/2021,0,0
Gelan,5/12/2021,0,1
Gelan,6/7/2021,0,2
Gelan,6/8/2021,0,3
Gelan,6/12/2021,0,4
Gelan,6/13/2021,0,5
Gelan,6/14/2021,0,6
Gelan,6/15/2021,0,7
Gelan,6/20/2021,0,8
Gelan,6/21/2021,0,9
Gelan,6/23/2021,0,10
Gelan,6/24/2021,0,11
Gelan,6/25/2021,0,12
Gelan,6/27/2021,0,13
Gelan,6/29/2021,0,14
Gelan,6/30/2021,1,15
Gelan,7/3/2021,1,16
Gelan,7/4/2021,1,17
Gelan,7/5/2021,1,18
Gelan,7/6/2021,1,19
Gelan,7/10/2021,1,20
Gelan,7/11/2021,1,21
Gelan,7/12/2021,1,22
Gelan,7/13/2021,1,23
Gelan,7/14/2021,1,24
Gelan,7/18/2021,1,25
Gelan,7/22/2021,1,26
Gelan,7/25/2021,1,27
Gelan,8/6/2021,1,28
Gelan,8/7/2021,1,29
Gelan,8/8/2021,1,30
Gelan,8/10/2021,1,31
Gelan,8/11/2021,1,32
Gelan,8/12/2021,1,33
Gelan,8/13/2021,1,34
Gelan,8/14/2021,1,35
Gelan,8/16/2021,1,36
Ghazni,5/11/2021,0,0
Ghazni,5/12/2021,0,1
Ghazni,6/7/2021,0,2
Ghazni,6/8/2021,0,3
Ghazni,6/12/2021,0,4
Ghazni,6/13/2021,0,5
Ghazni,6/14/2021,0,6
Ghazni,6/15/2021,0,7
Ghazni,6/20/2021,0,8
