date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
#date,#date+year+budget,#description+notes,#value+funding+total+usd,#org+name+funder,#org+type+funder+list,#country+iso3+funder+list,#date+year+start+funder,#date+year+end+funder,#activity+appeal+name,#activity+appeal+id+external,#activity+appeal+id+fts_internal,#org+name+impl,#org+type+impl+list,#sector+cluster+name+list,#country+iso3+impl+list,#activity+project+name,#activity+project+code,#crisis+name,#date+year+start+impl,#date+year+end+impl,#financial+contribution+type,#financial+contribution+type,#financial+method,#financial+direction,#financial+direction+type,#status+text,#date+reported,#date+decision,#description+keywords,#value+funding+total,#value+funding+total+currency,#financial+fx,#activity+id+fts_internal,#activity+code,#date+created,#date+updated
2022-05-19,,The Project for Infectious Diseases Prevention for Children (through UNICEF),9241761,"Japan, Government of",Government,JPN,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Health,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-09-30,2022-05-19,,1203000000,JPY,130.17,259942,,2022-10-05,2022-10-05
2022-05-18,,"HAC-AFGHANISTAN: Non-thematic : Cross-sectoral (HCT, C4D, RCCE and AAP)",122074,UNICEF National Committee/Canada,Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252189,SM220071,2022-05-18,2022-05-18
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Nutrition,69827,UNICEF National Committee/Netherlands,Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252190,SM220065,2022-05-18,2022-05-18
2022-05-18,,"HAC-AFGHANISTAN: Non-thematic : Cross-sectoral (HCT, C4D, RCCE and AAP)",98000,United States Fund For UNICEF,Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252191,SM220036,2022-05-18,2022-05-18
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Nutrition,294000,United States Fund For UNICEF,Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252192,SM220174,2022-05-18,2022-05-18
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Nutrition,8613939,"Canada, Government of",Government,CAN,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252194,SM220140,2022-05-18,2022-05-18
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Nutrition,764901,"Japan, Government of",Government,JPN,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252195,SM220092,2022-05-18,2022-05-18
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Health,993378,"Japan, Government of",Government,JPN,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Health,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252196,SM220092,2022-05-18,2022-05-18
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Child protection GBV and PSEA,1241722,"Japan, Government of",Government,JPN,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,"Protection - Child Protection,Protection - Gender-Based Violence",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252198,SM220092,2022-05-18,2022-05-18
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Child protection GBV and PSEA,602157,"Sweden, Government of",Government,SWE,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,"Protection - Child Protection,Protection - Gender-Based Violence",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,5700000,SEK,9.466,252201,SM220159,2022-04-09,2022-07-08
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Nutrition,1241560,"Sweden, Government of",Government,SWE,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,11510503,SEK,9.271,252202,SM220159,2022-04-09,2022-07-08
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Wash,1862340,"Sweden, Government of",Government,SWE,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Water Sanitation Hygiene,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,17789497,SEK,9.5522,252203,SM220159,2022-04-09,2022-07-08
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Nutrition,4071009,"United Kingdom, Government of",Government,GBR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,3061399,GBP,0.752,252204,SM210931,2022-05-18,2022-07-08
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Health,2704024,"United Kingdom, Government of",Government,GBR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Health,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,2033426,GBP,0.752,252205,SM210931,2022-05-18,2022-07-08
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Wash,9196284,"United Kingdom, Government of",Government,GBR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Water Sanitation Hygiene,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,6915606,GBP,0.752,252206,SM210931,2022-05-18,2022-07-08
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Child protection GBViE and PSEA,625574,"United Kingdom, Government of",Government,GBR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,"Protection - Child Protection,Protection - Gender-Based Violence",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,470432,GBP,0.752,252207,SM210931,2022-05-18,2022-07-08
2022-05-18,,"HAC-AFGHANISTAN: Non-thematic :  Adolescent/Youth, Gender",862874,"United Kingdom, Government of",Government,GBR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Protection,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,648881,GBP,0.752,252208,SM210931,2022-05-18,2022-07-08
2022-05-18,,HAC-AFGHANISTAN: Non-thematic :  Program Management Unit,2593997,"United Kingdom, Government of",Government,GBR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Coordination and support services,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,1950686,GBP,0.752,252209,SM210931,2022-05-18,2022-07-08
2022-05-18,,HAC-AFGHANISTAN: Non-thematic :  Health,80000000,Asian Development Bank,Inter-governmental,,2022,2022,,,,United Nations Children's Fund,UN agency,Health,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252210,SH220008,2022-05-18,2022-08-04
2022-05-18,,HAC-AFGHANISTAN: Non-thematic :  Education,100000000,Asian Development Bank,Inter-governmental,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Education,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252211,SH220008,2022-05-18,2022-05-18
2022-05-18,,HAC-AFGHANISTAN: Non-thematic :  Education,56379956,European Commission,Inter-governmental,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Education,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252212,SH220001,2022-05-18,2022-05-18
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Child protection GBViE and PSEA,700000,UN Multi-Partner Trust Fund,UN agency,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,"Protection - Child Protection,Protection - Gender-Based Violence",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252213,SM220024,2022-05-18,2022-05-18
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Nutrition,2213064,UN Multi-Partner Trust Fund,UN agency,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252214,SM220050,2022-05-18,2022-05-18
2022-05-18,,HAC-AFGHANISTAN: Non-thematic : Wash,10652588,UN Multi-Partner Trust Fund,UN agency,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Water Sanitation Hygiene,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-18,,,,,,252215,SM220206,2022-05-18,2022-05-18
2022-05-18,2022,INSO Afghanistan 2022-23,1055966,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,International NGO Safety Organisation,NGO,,AFG,,,Afghanistan Complex Emergency August 2021,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-05-18,2022-05-18,,1000000,EUR,0.947,252319,ECHO/-AS/BUD/2022/91011,2022-05-19,2022-06-22
2022-05-18,,Afghanistan: HealthEmergency response for prevention and response	Health,3500000,UN Multi-Partner Trust Fund,UN agency,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Health,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-06-03,2022-04-07,,,,,253500,SM220273,2022-06-03,2022-06-03
2022-05-18,,Thematic Cross Sectoral - Afghanistan	Cross-Sectoral (two or more outcome areas),256651,UNICEF National Committee/Luxembourg,Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,"Education,Health,Nutrition,Protection,Water Sanitation Hygiene",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-06-03,2022-05-18,,243048,EUR,0.947,253504,SM2299300143,2022-06-03,2022-10-11
2022-05-17,2022,"The RRP will provide multi-sectoral support, including protection, food security, education, health and nutrition, shelter and NFIs, WASH and livelihoods and resilience, to registered Afghan refugees, undocumented Afghans and Afghans of other status and host communities in neighbouring countries.",1055966,"Ireland, Government of",Government,IRL,2022,2022,,,,United Nations High Commissioner for Refugees,UN agency,,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-05-17,2022-05-17,,1000000,EUR,0.947,252161,HQHUM/2022/Afghanistan/UNHCR,2022-05-18,2022-05-23
2022-05-13,2022,Strengthening household and community public health capacities through a lifesaving and resilience building response for multi-hazard affected households in Maydan Wardak province,1900739,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,People in Need,NGO,Health,AFG,,,Afghanistan Complex Emergency August 2021,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-05-13,2022-05-13,,1800000,EUR,0.947,251906,ECHO/-AS/BUD/2022/91009,2022-05-14,2022-05-16
2022-05-13,2022,Enhancing access to education for Out-of-School children in Afghanistan and supporting evidence-driven cash responses in Afghanistan through REACH,2639916,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Agency for Technical Cooperation and Development,NGO,Education,AFG,,,Afghanistan Complex Emergency August 2021,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-05-15,2022-05-13,,2500000,EUR,0.947,251923,ECHO/-AS/BUD/2022/91007,2022-05-16,2022-05-16
2022-05-13,,"Afghanistan/CE 	Health,Water, Sanitation and Hygiene,Protection,Nutrition USAID/BHA)",0,"United States of America, Government of",Government,USA,2022,2022,,,,International NGOs (Confidential),NGO,,AFG,,,,2022,2022,financial,Parked,Traditional aid,incoming,single,paid,2022-10-28,2022-05-13,USAID/BHA,,,,261539,720BHA22GR00131,2022-11-01,2022-11-01
2022-05-13,,"Afghanistan/CE 	Health, USAID/BHA)",4281415,"United States of America, Government of",Government,USA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,International NGOs (Confidential),NGO,Health,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-10-28,2022-05-13,USAID/BHA,,,,261540,720BHA22GR00131,2022-11-01,2022-11-01
2022-05-13,,Afghanistan/CE 	Nutrition USAID/BHA),1886633,"United States of America, Government of",Government,USA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,International NGOs (Confidential),NGO,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-10-28,2022-05-13,USAID/BHA,,,,261541,720BHA22GR00131,2022-11-01,2022-11-01
2022-05-13,,Afghanistan/CE 	Protection USAID/BHA),2540658,"United States of America, Government of",Government,USA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,International NGOs (Confidential),NGO,Protection,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-10-28,2022-05-13,USAID/BHA,,,,261543,720BHA22GR00131,2022-11-01,2022-11-01
2022-05-13,,"Afghanistan/CE 	Water, Sanitation and Hygiene USAID/BHA)",1802825,"United States of America, Government of",Government,USA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,International NGOs (Confidential),NGO,Water Sanitation Hygiene,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-10-28,2022-05-13,USAID/BHA,,,,261544,720BHA22GR00131,2022-11-01,2022-11-01
2022-05-12,,Food Security,135000,Private (individuals & organizations),Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-17,2022-05-12,,,,,252142,10043723	 No 	 -   	 WPD-C-06077-01 	 AF01,2022-05-17,2022-05-17
2022-05-12,2022,"Afghanistan: NUTRITION,HEALTH",12529833,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,,2021,2021,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,"Health,Nutrition",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-06-03,2022-05-12,,10500000,EUR,0.838,253481,SM210487,2022-06-03,2022-06-03
2022-05-11,,Education,1086956,"France, Government of",Government,FRA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Education,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-17,2022-05-11,,,,,252182,10043702	 No 	 -   	 FRA-C-00328-18 	 AF01.02.031.NPA1,2022-05-18,2022-05-18
2022-05-06,,LUXEMBOURG - AFGHAN CHF APR22,368373,"Luxembourg, Government of",Government,LUX,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Afghanistan Humanitarian Fund,Pooled fund,,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-06-22,2022-04-13,,350000,EUR,0.9501,254189,MPTF 8713,2022-06-22,2022-06-22
2022-05-06,,"Humanitarian crisis	Emergency Assistance for Afghan Returness, Displaced and Otherwise Vulnerable Populations and Humanitarian Response Strenghtening",5217391,"United Kingdom, Government of",Government,GBR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,International Organization for Migration,UN agency,Protection,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-12,2022-05-06,,4200000,GBP,0.805,255163,300420-113,2022-07-13,2022-07-13
2022-05-05,2022,Emergency Assistance and Livelihoods Support for Vulnerable Households in the Northeast and Central Highlands of Afghanistan,2626050,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Aga Khan Foundation,NGO,,AFG,,,Afghanistan Complex Emergency August 2021,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-05-06,2022-05-05,,2500000,EUR,0.952,251411,ECHO/-AS/BUD/2022/91006,2022-05-07,2022-05-09
2022-05-04,,Thematic Cross Sectoral - Afghanistan	Cross-Sectoral (two or more outcome areas),525210,UNICEF National Committee/Italy,Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,"Education,Health,Nutrition,Protection,Water Sanitation Hygiene",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-06-03,2022-05-04,,500000,EUR,0.952,253503,SM2299300135,2022-06-03,2022-10-11
2022-05-03,2022,AId to victims of conflict in Afghanistan,840336,"Finland, Government of",Government,FIN,2022,2022,,,,International Federation of Red Cross and Red Crescent Societies,Red Cross/Red Crescent,,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-05-05,2022-05-03,,800000,EUR,0.952,251299,,2022-05-06,2022-05-16
2022-05-02,2022,"Multi-sectoral response, providing emergency Health, Nutrition, Education, and Child Protection integrated with WASH and MHPSS in high need areas of Afghanistan",6302521,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,International NGOs (Confidential),NGO,"Education,Health,Nutrition,Protection - Child Protection,Water Sanitation Hygiene",AFG,,,Afghanistan Complex Emergency August 2021,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-05-02,2022-05-02,,6000000,EUR,0.952,251184,ECHO/-AS/BUD/2022/91005,2022-05-03,2022-06-22
2022-05-02,,Thematic Cross Sectoral - Afghanistan	Cross-Sectoral (two or more outcome areas),36765,"Estonia, Government of",Government,EST,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,"Education,Health,Nutrition,Protection,Water Sanitation Hygiene",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-06-03,2022-05-02,,35000,EUR,0.952,253513,SM2299300136,2022-06-03,2022-10-11
2022-05-01,,Thematic Cross Sectoral - Afghanistan UNICEF-THAILAND,134,Private (individuals & organizations),Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,"Education,Health,Nutrition,Protection,Water Sanitation Hygiene",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-06-03,2022-05-01,,134,USD,1,253517,SM2299300131,2022-06-03,2022-10-11
2022-04-30,,"Afghanistan Humanitarian Response Plan 2022
Emergency Shelter and NFI; Protection; Water, Sanitation and Hygiene; Refugee Response
Total private sector contributions from February 2022",182672,Private (individuals & organizations),Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations High Commissioner for Refugees,UN agency,"Emergency Shelter and NFI,Protection,Water Sanitation Hygiene",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-09-12,2022-04-30,,,,,259018,Private sector - Apr 2022,2022-09-14,2022-10-11
2022-04-30,,"Afghanistan Humanitarian Response Plan 2022
Emergency Shelter and NFI; Protection; Water, Sanitation and Hygiene; Refugee Response
Total private sector contributions from April 2022",299,Private (individuals & organizations),Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations High Commissioner for Refugees,UN agency,"Emergency Shelter and NFI,Water Sanitation Hygiene",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-09-12,2022-04-30,,,,,259026,Private sector - Apr 2022,2022-09-14,2022-10-11
2022-04-28,,Afghanistan Humanitarian Response Plan 2022-No Sector Earmarking,0,"United States of America, Government of",Government,USA,2022,2022,,,,United Nations High Commissioner for Refugees,UN agency,,AFG,,,,2022,2022,financial,Parked,Traditional aid,incoming,single,commitment,2022-04-28,,USA/BPRM,,,,251640,AFG HRP & RRP - 2022 - SPRMCO22VC0034 - F0124-01,2022-07-20,2022-09-26
2022-04-28,,Food Security,311769,"Iceland, Government of",Government,ISL,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-17,2022-04-28,,,,,252180,10043438	 No 	 UTN 22040007/51/F030 	 ICE-C-00082-01 	 AF01,2022-05-18,2022-05-18
2022-04-28,,Afghanistan Humanitarian Response Plan 2022-No Sector Earmarking,4347826,"France, Government of",Government,FRA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations High Commissioner for Refugees,UN agency,,AFG,,,Afghanistan Complex Emergency August 2021,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-14,2022-04-28,,4000000,EUR,0.92,255644,GFRA02-2022 Core&Various-Apr22	F0145,2022-07-20,2022-09-21
2022-04-28,,"Afghanistan Humanitarian Response Plan 2022
Refugee Response",54348,"Bulgaria, Government of",Government,BGR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations High Commissioner for Refugees,UN agency,,AFG,,,Afghanistan Complex Emergency August 2021,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-14,2022-04-28,,50000,EUR,0.92,255653,GBGR02 - CRRF AFG - Apr22	F0146,2022-07-20,2022-09-21
2022-04-27,2022,Aid to victims of conflict in Afghanistan,760870,"Finland, Government of",Government,FIN,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Save the Children,NGO,,AFG,,,Afghanistan Complex Emergency August 2021,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-05-05,2022-04-27,,700000,EUR,0.92,251293,,2022-05-06,2022-05-16
2022-04-26,,PHILIPPINES TO AFGHAN CHF AP22,200000,"Philippines, Government of",Government,PHL,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Afghanistan Humanitarian Fund,Pooled fund,,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-06-22,2022-04-26,,,,,254195,MPTF 8714,2022-06-22,2022-06-22
2022-04-25,,Afghanistan - OCHA Office  [OCT 10122];[20BHA22IO00073],1000000,"United States of America, Government of",Government,USA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Office for the Coordination of Humanitarian Affairs,UN agency,Coordination and support services,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-12,2022-04-06,USAID/BHA,,,,249680,[OCT 10122];[20BHA22IO00073] 720BHA22IO00073,2022-04-27,2022-08-11
2022-04-25,,IOM: Action Plan for Afghanistan and Neighboring Countries 2022,1594896,"Norway, Government of",Government,NOR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,International Organization for Migration,UN agency,"Protection,Protection - Child Protection,Protection - Gender-Based Violence,Protection - Housing, Land and Property,Protection - Mine Action",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-20,2022-04-25,,15000000,NOK,9.405,252526,AFG-22/0004,2022-05-20,2022-05-20
2022-04-25,,Support to nutrition crisis - Afghanistan	Nutrition,11293,UNICEF National Committee/Denmark,Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-06-03,2022-04-25,,80000,DKK,7.084,253515,SM220333,2022-06-03,2022-06-03
2022-04-25,,"Afghanistan Humanitarian Response Plan 2022
Emergency Shelter and NFI; Protection; Water, Sanitation and Hygiene",2174,"Spain, Government of",Government,ESP,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations High Commissioner for Refugees,UN agency,"Emergency Shelter and NFI,Protection,Protection - Child Protection,Protection - Gender-Based Violence,Protection - Housing, Land and Property,Protection - Mine Action,Water Sanitation Hygiene",AFG,,,Afghanistan Complex Emergency August 2021,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-14,2022-04-25,,2000,EUR,0.92,255650,ECA's 2nd pledge-Apr22 - F0143-01,2022-09-21,2022-09-21
2022-04-22,2022,Provision of food parcels to needy people in Afghanistan,1000000,"Saudi Arabia (Kingdom of), Government of",Government,SAU,2022,2022,,,,"Afghanistan, Government of",Government,Food Security,AFG,,,,2022,2022,in kind,Standard,Traditional aid,incoming,single,paid,2022-02-22,2022-02-22,KS Relief,3750000,SAR,3.75,251632,1879,2022-05-11,2022-05-11
2022-04-22,,Afghanistan:Humanitarian flexible contribution against the HAC-Afghanistan 2022,2100840,"France, Government of",Government,FRA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,"Education,Health,Nutrition,Protection,Water Sanitation Hygiene",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-06-03,2022-04-22,,2000000,EUR,0.952,253501,SM220320,2022-06-03,2022-10-11
2022-04-22,,Thematic Cross Sectoral - Afghanistan	Cross-Sectoral (two or more outcome areas),50990,UNICEF National Committee/New Zealand,Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,"Education,Health,Nutrition,Protection,Water Sanitation Hygiene",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-06-03,2022-04-22,,74292,NZD,1.457,253511,SM2299300123,2022-06-03,2022-10-11
2022-04-22,,Thematic Cross Sectoral - Afghanistan	Cross-Sectoral (two or more outcome areas),40158,UNICEF National Committee/Czech Republic,Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,"Education,Health,Nutrition,Protection,Water Sanitation Hygiene",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-06-03,2022-04-22,,901957,CZK,1.457,253512,SM2299300124,2022-06-03,2022-10-11
