date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
#date,#date+year+budget,#description+notes,#value+funding+total+usd,#org+name+funder,#org+type+funder+list,#country+iso3+funder+list,#date+year+start+funder,#date+year+end+funder,#activity+appeal+name,#activity+appeal+id+external,#activity+appeal+id+fts_internal,#org+name+impl,#org+type+impl+list,#sector+cluster+name+list,#country+iso3+impl+list,#activity+project+name,#activity+project+code,#crisis+name,#date+year+start+impl,#date+year+end+impl,#financial+contribution+type,#financial+contribution+type,#financial+method,#financial+direction,#financial+direction+type,#status+text,#date+reported,#date+decision,#description+keywords,#value+funding+total,#value+funding+total+currency,#financial+fx,#activity+id+fts_internal,#activity+code,#date+created,#date+updated
2022-11-03,,France 	10044419	 No 	 2022-0345800 	 FRA-C-00329-03 	 AF01.01.011.NPA1 	29/07/2022,1004016,"France, Government of",Government,FRA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-11-03,2022-07-29,,,,,261921,10044419	 No 	 2022-0345800 	 FRA-C-00329-03 	 AF01.01.011.NPA1,2022-11-03,2022-11-03
2022-11-03,,Germany 	10044087	 No 	 ASI 08/21 	 GER-C-01156-01 	 AF01.01.011 	15/09/2022,93279840,"Germany, Government of",Government,DEU,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-11-03,2022-09-15,Multi-year,,,,261931,10044087	 ASI 08/21 	 GER-C-01156-01 	 AF01.01.011,2022-11-03,2022-11-03
2022-11-03,,Nutrition,290873,"Spain, Government of",Government,ESP,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-11-03,2022-09-19,,,,,261932,10043384	 D194/P8006 ND2022/724/AF 	 SPA-C-00161-01 	 AF01.01.011.NPA1,2022-11-03,2022-11-03
2022-11-03,,Food Security and Agriculture,6000000,"Korea, Republic of, Government of",Government,KOR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-01-23,2022-09-23,,,,,261936,10044595	 MOU 23.09.2022/NV22/203 	 KOR-C-00256-01 	 AF01,2022-11-03,2022-11-03
2022-11-03,,Education,1700000,"Korea, Republic of, Government of",Government,KOR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Education,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-01-23,2022-09-23,,,,,261937,10044595	 MOU 23.09.2022/NV22/203 	 KOR-C-00256-01 	 AF01,2022-11-03,2022-11-03
2022-11-03,,Multi-sector,1300000,"Korea, Republic of, Government of",Government,KOR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Multi-sector,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-01-23,2022-09-23,,,,,261938,10044595	 MOU 23.09.2022/NV22/203 	 KOR-C-00256-01 	 AF01,2022-11-03,2022-11-03
2022-11-02,,"Australia 	 10044450 	 No 	 SA 76818 	 AUL-C-00316-08 	 AF01 	29/04/2021	 Cash 	 Yes 	 6,088,280",6088280,"Australia, Government of",Government,AUS,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-11-02,2021-04-29,,,,,261908,10044450 	 SA 76818 	 AUL-C-00316-08 	 AF01,2022-11-03,2022-11-03
2022-11-02,,"Private Donors 	10044399	 No 	 WFP USA GTF FOR Q3 	 WPD-C-06154-01 	 AF01 	28/07/2022	 Cash 	 No 	 9,000",9000,Private (individuals & organizations),Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Multi-sector,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-11-02,2022-07-28,,,,,261916,10044399	WFP USA GTF FOR Q3 	 WPD-C-06154-01 	 AF01,2022-11-03,2022-11-03
2022-11-02,,"USA 	10044336	 No 	 720BHA21IO00109 	 USA-C-01977-06 	 AF01.01.011.URT1 	07/04/2022	 Cash 	 No 	 457,493",457493,"United States of America, Government of",Government,USA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-11-02,2022-04-07,,,,,261918,10044336	 720BHA21IO00109 	 USA-C-01977-06 	 AF01.01.011.URT1,2022-11-03,2022-11-03
2022-11-02,,"Private Donors 	10043527	 No 	 ALLOCATION FILE 	 WPD-C-05974-13 	 AF01.01 	01/01/2022	 Cash 	 No 	 323,735 
 Private Donors 	10043623	 No 	 IG TRACKER 	 WPD-C-05973-06 	 AF01 	01/01/2022	 Cash 	 No 	 868,556 
 Private Donors 	10043566	 No 	 IG TRACKER 	 WPD-C-05978-07 	 AF01 	31/01/2022	 Cash 	 No 	 5,259,883 
 Private Donors 	10043822	 No 	 GRANT LETTER APRIL 14 	 WPD-C-06086-02 	 AF01 	14/04/2022	 Cash 	 No 	 81,762",6533936,Private (individuals & organizations),Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-11-02,2022-07-28,,,,,261920,10043527	 ALLOCATION FILE 	 WPD-C-05974-13 	 AF01.01  10043623	 IG TRACKER 	 WPD-C-05973-06 	 AF01 	 10043566	 IG TRACKER 	 WPD-C-05978-07 	 AF01  10043822	 GRANT LETTER APRIL 14 	 WPD-C-06086-02 	 AF01,2022-11-03,2022-11-03
2022-11-02,,"Private Donors 	10044500	 No 	 SF & AGREEMENT/01.09.22 	 WPD-C-06163-01 	 AF01 	01/09/2022	 Cash 	 No 	 100,000",100000,Private (individuals & organizations),Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-11-02,2022-09-01,,,,,261926,10044500	 SF & AGREEMENT/01.09.22 	 WPD-C-06163-01 	 AF01,2022-11-03,2022-11-03
2022-11-02,,"Private Donors 	10044513	 No 	 WFPUSA GTF/07.09.2022 	 WPD-C-06165-04 	 AF01 	07/09/2022	 Cash 	 No 	 2,000,000",2000000,Private (individuals & organizations),Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-11-02,2022-09-07,,,,,261928,10044513	 WFPUSA GTF/07.09.2022 	 WPD-C-06165-04 	 AF01,2022-11-03,2022-11-03
2022-10-26,2022,Emergency Lifesaving Food Security,0,"Germany, Government of",Government,DEU,2022,2022,,,,World Vision Germany,NGO,,AFG,,,,2022,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2022-10-26,2022-10-26,Multiyear,0,EUR,1.032,261209,PF-2-321.50 AFG 01/22,2022-10-27,2022-10-27
2022-10-26,2022,Emergency Lifesaving Food Security,240465,"Germany, Government of",Government,DEU,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Vision Germany,NGO,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-10-26,2022-10-26,Multiyear,248160,EUR,1.032,261210,PF-2-321.50 AFG 01/22,2022-10-27,2022-10-27
2022-10-26,2022,Emergency Lifesaving Food Security,61938,"Germany, Government of",Government,DEU,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Vision Germany,NGO,Health,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-10-26,2022-10-26,Multiyear,63920,EUR,1.032,261214,PF-2-321.50 AFG 01/22,2022-10-27,2022-10-27
2022-10-26,2022,Emergency Lifesaving Food Security,61938,"Germany, Government of",Government,DEU,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Vision Germany,NGO,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-10-26,2022-10-26,Multiyear,63920,EUR,1.032,261215,PF-2-321.50 AFG 01/22,2022-10-27,2022-10-27
2022-10-21,2022,"Emergency food assistance, NFI and winterization support",0,"Germany, Government of",Government,DEU,2022,2022,,,,Help - Hilfe zur Selbsthilfe e.V.,NGO,,AFG,,,,2022,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2022-10-21,2022-10-21,Multiyear,0,EUR,1.032,260969,PF-2-321.50 AFG 02/22,2022-10-22,2022-10-24
2022-10-21,2022,"Emergency food assistance, NFI and winterization support",1029070,"Germany, Government of",Government,DEU,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Help - Hilfe zur Selbsthilfe e.V.,NGO,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-10-21,2022-10-21,Multiyear,1062000,EUR,1.032,260970,PF-2-321.50 AFG 02/22,2022-10-22,2022-10-24
2022-10-21,2022,"Emergency food assistance, NFI and winterization support",104651,"Germany, Government of",Government,DEU,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Help - Hilfe zur Selbsthilfe e.V.,NGO,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-10-21,2022-10-21,Multiyear,108000,EUR,1.032,260974,PF-2-321.50 AFG 02/22,2022-10-24,2022-10-24
2022-10-21,2022,"Emergency food assistance, NFI and winterization support",610465,"Germany, Government of",Government,DEU,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Help - Hilfe zur Selbsthilfe e.V.,NGO,Emergency Shelter and NFI,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-10-21,2022-10-21,Multiyear,630000,EUR,1.032,260975,PF-2-321.50 AFG 02/22,2022-10-24,2022-10-24
2022-10-04,2022,In support of the humanitarian response to the earthquake in Afghanistan.,486855,"Ireland, Government of",Government,IRL,2022,2022,,,,United Nations Children's Fund,UN agency,,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-10-07,2022-10-04,,500000,EUR,1.027,260170,HQHUM/2022/Afghanistan/2022,2022-10-08,2022-10-14
2022-09-30,,"Afghanistan Humanitarian Response Plan 2022
Emergency Shelter and NFI; Protection; Water, Sanitation and Hygiene; Refugee Response
Total private sector contributions from September 2022",2954,Private (individuals & organizations),Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations High Commissioner for Refugees,UN agency,"Emergency Shelter and NFI,Protection,Protection - Child Protection,Protection - Gender-Based Violence,Protection - Housing, Land and Property,Protection - Mine Action,Water Sanitation Hygiene",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-10-17,2022-09-30,,,,,262001,Private sector - Sep 2022,2022-11-04,2022-11-04
2022-09-28,,Humanitarian activities in Afghanistan,1796407,"Norway, Government of",Government,NOR,2022,2022,,,,Norwegian Red Cross,Red Cross/Red Crescent,Multi-sector,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-10-22,2022-09-28,,18000000,NOK,10.02,261009,QZA-20/0075-5,2022-10-24,2022-10-24
2022-09-23,,"Humanitarian mine action. Clearance, survey, mine risk education and advocacy.Goal: Risks from mines, cluster munitions and other explosive weapons are reduced to a level where civilians can live safely and development is not constrained.",921956,"Norway, Government of",Government,NOR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,HALO Trust,NGO,Protection - Mine Action,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-10-22,2022-09-23,,9238000,NOK,10.02,261026,QZA-22/0193-1,2022-10-24,2022-10-24
2022-09-07,2022,EHRC – European Humanitarian Response Capacity – EU stockpiling and logistics support,5511022,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,,2022,2022,,,,World Food Programme,UN agency,Logistics,"AFG,BGD,BRA,IND,MDG,MOZ",,,,2022,2024,financial,Standard,Traditional aid,incoming,shared,commitment,2022-09-07,2022-09-07,Multiyear,5500000,EUR,0.998,258667,ECHO/DRF/BUD/2022/91008,2022-05-12,2022-10-24
2022-09-03,,Consist of 2 flights. Sent 62 tons of food aid in Khost province to the people affected by the earthquake. In addition to logistical operations and support.,1041420,"United Arab Emirates, Government of",Government,ARE,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Multiple,"NGO,NGO,Private organization/foundation,Private organization/foundation,Private organization/foundation,Red Cross/Red Crescent",Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-10-28,2022-09-03,,3825136,AED,3.673,261343,GOV-2022-0069,2022-10-31,2022-10-31
2022-08-31,,"Afghanistan Humanitarian Response Plan 2022
Emergency Shelter and NFI; Protection; Water, Sanitation and Hygiene; Refugee Response
Total private sector contributions from August 2022",1000000,Private (individuals & organizations),Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations High Commissioner for Refugees,UN agency,Emergency Shelter and NFI,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-09-12,2022-08-31,,,,,259025,Private sector - Aug 2022,2022-09-14,2022-09-14
2022-08-30,,"Afghanistan Humanitarian Response Plan 2022
Emergency Shelter and NFI; Protection; Water, Sanitation and Hygiene; Refugee Response
Total private sector contributions from August 2022",15245,Private (individuals & organizations),Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations High Commissioner for Refugees,UN agency,"Emergency Shelter and NFI,Protection,Protection - Child Protection,Protection - Gender-Based Violence,Protection - Housing, Land and Property,Protection - Mine Action,Water Sanitation Hygiene",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-10-17,2022-08-31,,,,,262000,Private sector - Aug 2022,2022-11-04,2022-11-04
2022-08-29,2022,FOOD ASSISTANCE - TREATING UNDERNUTRION,1036269,"France, Government of",Government,FRA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-09-02,2022-08-29,,1000000,EUR,0.965,258488,10043691	 No 	 2022-0185503 	 FRA-C-00328-16 	 AF01,2022-09-03,2022-09-05
2022-08-29,2022,FOOD ASSISTANCE - TREATING UNDERNUTRITION,1002004,"France, Government of",Government,FRA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Al-Khair Foundation,NGO,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-11-02,2022-08-29,,1000000,EUR,0.998,261872,,2022-11-03,2022-11-03
2022-08-26,2022,Aider les populations fragilisées en alimentant les CBPF qui sont internationalement reconnus comme des outils essentiels pour financer les ONG humanitaires locales et nationales dans les crises.,3108808,"Belgium, Government of",Government,BEL,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Afghanistan Humanitarian Fund,Pooled fund,,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-10-07,2022-08-26,,3000000,EUR,0.965,260192,FF/2022/03 - 4132,2022-10-08,2022-10-10
2022-08-25,,Empoverment of explosive ordnance victims in Afghanistan,105574,"Norway, Government of",Government,NOR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Handicap International - Humanity & Inclusion,NGO,Protection,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-09-19,2022-08-25,,1000000,NOK,9.472,259327,QZA-21/0268-4,2022-09-19,2022-09-19
2022-08-22,2022,"ICRC physical rehabilitation (PRP), protection of detainees (PRODET), and protection of the civilian population (PCP) activities in Afghanistan",4870466,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,,2022,2022,,,,International Committee of the Red Cross,Red Cross/Red Crescent,"Health,Protection",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-08-22,2022-08-22,,4700000,EUR,0.965,257854,ECHO/-AS/BUD/2022/91013,2022-08-23,2022-09-06
2022-08-19,2022,Support of the Afghanistan Humanitarian Fund,0,"Germany, Government of",Government,DEU,2022,2022,,,,Afghanistan Humanitarian Fund,Pooled fund,,AFG,,,,2022,2023,financial,Parked,Traditional aid,incoming,shared,commitment,2022-08-19,2022-08-19,Multiyear,0,EUR,0.965,257713,AA-S08 321.50 AFG 08/22,2022-08-20,2022-09-07
2022-08-19,2022,Support of the Afghanistan Humanitarian Fund,51813472,"Germany, Government of",Government,DEU,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Afghanistan Humanitarian Fund,Pooled fund,,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-09-06,2022-08-19,Multiyear,50000000,EUR,0.965,258543,AA-S08 321.50 AFG 08/22,2022-09-07,2022-09-07
2022-08-18,,UNFPA - Global Humanitarian Action Overwiev/appeals,316723,"Norway, Government of",Government,NOR,2022,2022,,,,United Nations Population Fund,UN agency,Protection - Gender-Based Violence,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,shared,commitment,2022-09-19,2022-08-18,,3000000,NOK,9.472,259345,QZA-22/0081-0,2022-09-20,2022-09-20
2022-08-05,2022,To save lives and alleviate suffering.,1521298,"Ireland, Government of",Government,IRL,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Afghanistan Humanitarian Fund,Pooled fund,,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-09-13,2022-08-05,,1500000,EUR,0.986,258999,MPTF 8715,2022-09-14,2022-09-16
2022-08-05,,"Afghanistan Humanitarian Response Plan 2022
Refugee Response	Emergency Shelter and NFI",17241,"Spain, Government of",Government,ESP,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations High Commissioner for Refugees,UN agency,Emergency Shelter and NFI,AFG,,,Afghanistan Complex Emergency August 2021,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-09-12,2022-08-05,,17000,EUR,0.986,259471,ECA's 4th pledge-Aug22 - F0243-01,2022-09-21,2022-09-21
2022-07-31,,"Afghanistan Humanitarian Response Plan 2022
Emergency Shelter and NFI; Protection; Water, Sanitation and Hygiene; Refugee Response
Total private sector contributions from July 2022",19032,Private (individuals & organizations),Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations High Commissioner for Refugees,UN agency,"Emergency Shelter and NFI,Protection,Water Sanitation Hygiene",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-09-12,2022-07-31,,,,,259022,Private sector - Jul 2022,2022-09-14,2022-10-11
2022-07-29,,OCT 10679 [OCT 10679];[AHF First Standard Allocation 2022],2954978,UN Multi-Partner Trust Fund,UN agency,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Specially Designated Contributions (OCHA),UN agency,Coordination and support services,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-07-30,2022-07-29,,,,,256089,[OCT 10679];[AHF First Standard Allocation 2022],2022-07-30,2022-08-02
2022-07-29,,"Afghanistan Humanitarian Response Plan 2022
Emergency Shelter and NFI; Protection; Water, Sanitation and Hygiene
Total private sector contributions from March 2022",528066,Private (individuals & organizations),Private organization/foundation,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations High Commissioner for Refugees,UN agency,"Emergency Shelter and NFI,Protection,Protection - Child Protection,Protection - Gender-Based Violence,Protection - Housing, Land and Property,Protection - Mine Action,Water Sanitation Hygiene",AFG,,,,2022,2022,in kind,Standard,Traditional aid,incoming,single,paid,2022-09-12,2022-03-31,,,,,259007,Private sector - Mar 2022,2022-09-14,2022-09-14
2022-07-29,,"Consist of three flights, sending construction materials for the installation of the field hospital and sending medical supplies, medical equipment and medical team to people affected by the earthquake.",15000000,"United Arab Emirates, Government of",Government,ARE,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Khalifa Bin Zayed Al Nahyan Foundation,Private organization/foundation,Health,AFG,,,,2022,2022,in kind,Standard,Traditional aid,incoming,single,paid,2022-10-27,2022-07-29,,55095000,AED,3.673,261251,GOV-2022-0067,2022-10-27,2022-10-28
2022-07-28,,"NSO Afghanistan. Analysis and Advice for Humanitarians. Improved protection of relief personnel and improved effectiveness of humanitarian action. Humanitarian organisations have access to timely, reliable and high-quality safety services that help them",293055,"Norway, Government of",Government,NOR,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,International NGO Safety Organisation,NGO,Protection,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-09-19,2022-07-28,,3000000,NOK,10.237,259317,AFG-22/0013,2022-09-19,2022-09-19
2022-07-27,,Emergency Grant Aid in response to the earthquake in eastern Afghanistan	MOFA,3000000,"Japan, Government of",Government,JPN,2022,2022,,,,International Federation of Red Cross and Red Crescent Societies,Red Cross/Red Crescent,"Emergency Shelter and NFI,Food Security,Health,Water Sanitation Hygiene",AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-29,2022-07-12,,,,,256194,,2022-08-01,2022-08-01
2022-07-24,,end 30 tons of food aid in Khost province. In addition to logistical operations and support.,1041420,"United Arab Emirates, Government of",Government,ARE,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Multiple,"NGO,NGO,Private organization/foundation,Private organization/foundation,Private organization/foundation,Red Cross/Red Crescent",Food Security,AFG,,,,2022,2022,in kind,Standard,Traditional aid,incoming,single,paid,2022-10-28,2022-07-24,,3825136,AED,3.673,261344,GOV-2022-0068,2022-10-31,2022-10-31
2022-07-19,,GUYANA TO AFGHAN CHF JUL22,25000,"Guyana, Government of",Government,GUY,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,Afghanistan Humanitarian Fund,Pooled fund,,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-25,2022-07-14,,,,,255787,MPTF 8895,2022-07-25,2022-07-25
2022-07-18,,Afghanistan/CE: Food Assistance  (USAID/BHA),66847006,"United States of America, Government of",Government,USA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-10-28,2022-07-18,USAID/BHA,,,,261464,720BHA21IO00109,2022-10-31,2022-10-31
2022-07-18,,Afghanistan/CE: nutrition (USAID/BHA),3252994,"United States of America, Government of",Government,USA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Nutrition,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-10-28,2022-07-18,USAID/BHA,,,,261465,720BHA21IO00109,2022-10-31,2022-10-31
2022-07-16,2022,Emergency Earthquake Response in Paktika and Khost to Affected Population,502008,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,,2022,2022,,,,World Food Programme,UN agency,Multi-sector,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-07-18,2022-07-16,,500000,EUR,0.996,255461,ECHO/DRF/BUD/2022/91004,2022-07-19,2022-09-06
2022-07-14,2022,Emergency Earthquake Response to Affected Populations in Paktika and Khost,0,Central Emergency Response Fund,Pooled fund,,2022,2022,,,,World Food Programme,UN agency,,AFG,,,,2022,2022,financial,Parked,Traditional aid,incoming,single,paid,2022-07-13,2022-07-12,,,,,255133,22-RR-WFP-048,2022-07-14,2022-09-12
2022-07-14,,Emergency Earthquake Response to Affected Populations in Paktika and Khost,4000000,Central Emergency Response Fund,Pooled fund,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-13,,,,,,255134,22-RR-WFP-048,2022-07-14,2022-09-12
2022-07-13,2022,WASH and Education in Emergency Response for Most Vulnerable Population affected by the earthquake in Afghanistan,0,Central Emergency Response Fund,Pooled fund,,2022,2022,,,,United Nations Children's Fund,UN agency,,AFG,,,,2022,2022,financial,Parked,Traditional aid,incoming,single,paid,2022-07-08,2022-07-07,,,,,255064,22-RR-CEF-051,2022-09-15,2022-09-29
2022-07-13,,WASH and Education in Emergency Response for Most Vulnerable Population affected by the earthquake in Afghanistan,750000,Central Emergency Response Fund,Pooled fund,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Education,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-08,,Earthquake,,,,255065,22-RR-CEF-051,2022-09-15,2022-09-29
2022-07-13,,WASH and Education in Emergency Response for Most Vulnerable Population affected by the earthquake in Afghanistan,3000000,Central Emergency Response Fund,Pooled fund,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,United Nations Children's Fund,UN agency,Water Sanitation Hygiene,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-08,,Earthquake,,,,255066,22-RR-CEF-051,2022-09-15,2022-09-29
2022-07-13,2022,Provision of emergency healthcare to the victims of earthquake in SER of Afghanistan,0,Central Emergency Response Fund,Pooled fund,,2022,2022,,,,World Health Organization,UN agency,,AFG,,,,2022,2022,financial,Parked,Traditional aid,incoming,single,paid,2022-07-08,2022-07-07,,,,,255067,22-RR-WHO-029,2022-07-13,2022-09-12
2022-07-13,,Provision of emergency healthcare to the victims of earthquake in SER of Afghanistan,1237500,Central Emergency Response Fund,Pooled fund,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Health Organization,UN agency,Health,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-08,,Earthquake,,,,255068,22-RR-WHO-029,2022-07-13,2022-09-12
2022-07-13,,Provision of emergency healthcare to the victims of earthquake in SER of Afghanistan,1012500,Central Emergency Response Fund,Pooled fund,,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Health Organization,UN agency,Water Sanitation Hygiene,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-08,,Earthquake,,,,255069,22-RR-WHO-029,2022-07-13,2022-09-12
2022-07-11,2022,Multilateral contribution to the affected population,417918,"Italy, Government of",Government,ITA,2022,2022,Afghanistan Humanitarian Response Plan 2022,HAFG22,1100,World Food Programme,UN agency,Food Security,AFG,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-08-05,2022-07-11,,396604,EUR,0.949,256773,,2022-08-06,2022-08-15
